path,line_or_section,current_claim,classification,required_action,evidence_source,citation_key,final_status
thesis-writing/context-dump.txt,line 65,scripts for it and a separate causal graph.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 89,-> Clinical causal DAG construction,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 100,latent variables from irregular time-series measurements.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 106,Examples of latent variables:,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 131,"The latent tags are clinically inspired proxy states, not ground-truth diagnoses.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 211,Causal DAG Construction,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 214,The thesis uses domain-informed causal DAGs for clinical variables.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 221,The DAG includes several node types:,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 225,"- Latent variables: Shock, RespFail, RenalFail, etc.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 229,"The DAG is used to select confounders for each treatment/outcome pair, usually",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 234,"The DAG is manually/domain-informed, not learned automatically as a definitive",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 235,causal graph.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 237,The thesis should not claim that the DAG is medically complete or perfectly,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 265,- Treatment T = selected latent variable.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 267,- Confounders X/W = DAG-derived adjustment set.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 383,Build PhysioNet causal DAG.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 386,Build MIMIC causal DAG.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 412,Construction of clinically meaningful binary latent variables from irregular,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 416,"Connection of preprocessing, latent tagging, DAG construction, confounder",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 419,3. DAG-informed adjustment:,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 439,meaningful latent state representations and DAG-guided effect estimation.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 449,"- ""The latent variables are true diagnoses.""",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 450,"Better: ""The latent variables are clinically inspired proxy states.""",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 452,"- ""The DAG is the real clinical causal graph.""",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 453,"Better: ""The DAG encodes domain-informed causal assumptions.""",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 479,2. They provide structured variables that can be inserted into a causal graph and,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 482,"Using a manually/domain-informed DAG, the pipeline selects adjustment sets and",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 504,- DAG assumptions:,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 505,The causal conclusions depend heavily on DAG correctness.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 532,- A DAG-Guided Framework for Causal Effect Estimation in Irregular ICU Time,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 559,"integrates these representations into domain-informed causal graphs, and estimates",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 560,treatment-specific causal effects using DAG-guided adjustment and causal,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 592,- Causal graph:,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 593,"Domain-informed DAG with metadata, observed variables, latents, and outcome.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 599,ATE and CATE per treatment/latent variable.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 605,End-to-end pipeline combining latent clinical representation with DAG-guided,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/context-dump.txt,line 616,"a domain-informed causal DAG, and estimating treatment-specific causal effects",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/logs/stage_5_4_evidence_report.md,line 32,M thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_4_evidence_report.md,line 33,M thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-nodes.csv,historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_4_evidence_report.md,line 34,M thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_4_evidence_report.md,line 35,M thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-nodes.csv,historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_4_evidence_report.md,line 130,"No project-specific IRB/ethics approval number, exemption, consent procedure, waiver, data-use agreement, governance approval, clinical validation, chart review, fairness validation, privacy-risk measurement, qualified DAG approval, or clinical deployment authorization is claimed. The thesis appropriately distinguishes dataset context and access conditions from project-level institutional approval.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_4_evidence_report.md,line 209,| `mimic_causal_dag.png` | `79fa7209166d24a9056753ef785865eb87995b2a363c1b3b5a2bff657fe204d8` |,historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_4_evidence_report.md,line 210,| `physionet_causal_dag.png` | `67d545d696b480136ee9ed58604d2cd56b406832e7b48d5a67b946f4837be7c2` |,historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 3,Your task is to construct the most clinically plausible latent-variable causal DAG for an irregular medical time-series dataset.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 20,Your final goal is NOT merely to construct rule-based decision trees.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 24,The decision trees are only an implementation mechanism for converting observed measurements into binary proxy labels for latent clinical states. They are not the scientific endpoint.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 33,2. A clinically and causally justified latent DAG:,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 48,"- Only after the latent variables are selected and justified, create rule-based binary decision trees.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 54,2. Research-backed latent causal DAG.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 58,6. Rule-based decision trees for implementation.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 60,"If there is any conflict between making a simple decision tree and preserving causal correctness, preserve causal correctness.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 64,1. A set of causal latent variables representing underlying patient clinical states.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 65,2. Formal definitions of these latent variables using available observed measurements and metadata.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 66,3. Rule-based binary decision trees that convert observational/meta data into binary latent-variable labels.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 67,"4. A directed acyclic graph (DAG) over background variables, latent clinical states, observed measurements, measurement/missingness processes, and mortality.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 74,"Do not construct a naive causal graph where every lab/vital directly causes every other lab/vital. Instead, construct a causal representation in which:",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 107,"Perform deep research before constructing latent variables, decision trees, or the DAG.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 109,The purpose of Deep Research is not to collect thresholds for decision trees.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 136,RQ3 — Latent causal DAG:,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 167,"Only after RQ1–RQ5 are answered, construct binary rule-based decision trees for the approved latent variables.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 169,"The decision trees should approximate the latent states using available observed variables, but they must not replace the causal DAG.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 175,"4. Causal inference literature: SCMs, DAGs, latent variables, backdoor adjustment, mediation, colliders, potential outcomes.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 178,"7. Existing clinical causal graphs or phenotype networks, if available.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 180,"For every proposed latent variable, decision rule, and DAG edge, provide:",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 189,Do not proceed from research to final DAG until you can explain why the selected latent variables are the right causal level for this dataset.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 227,Do not force this list. Adapt the latent variables to the actual variables in DATASET-NAME.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 229,Each latent variable must have:,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 273,PHASE 4 — Latent variable selection and definition,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 276,"Before constructing the DAG, define the latent variables that will appear in the DAG.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 278,This phase must happen before DAG construction.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 282,2. Map available observed and metadata variables to candidate latent variables.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 283,3. Remove candidate latent variables that are not sufficiently supported by the dataset.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 284,4. Merge overlapping latent variables if the dataset cannot distinguish them reliably.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 285,5. Mark weakly measured but clinically important latent variables as optional.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 286,6. Finalize the latent variable set before constructing causal edges.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 288,"For every latent variable, define it operationally from observed data.",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 290,For each latent variable produce:,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 301,11. Whether this latent variable should be used as:,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 312,Do not define latent variables from a single measurement unless unavoidable.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 315,"- remove the latent variable,",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 317,"- merge it with another latent variable,",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 320,Do not use mortality or post-outcome information to define any latent variable.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 325,Only these approved latent variables may be used as latent nodes in the DAG.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 328,IMPORTANT — Decision trees are not the final goal,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/prompts-and-documents/mimic-prompt.txt,line 331,The rule-based binary decision trees are only an operational layer.,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
