snapshot_id,artifact_type,file,line_or_context,exact_value,pre_edit_hash,post_edit_value,unchanged,authorized_formatting_exception,notes
S5.5-00624,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 169,0,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,0,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00625,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 169,18,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,18,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00626,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 169,100,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,100,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00627,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 169,3,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00628,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 169,2016,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2016,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00629,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 169,1996,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,1996,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00630,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 170,2,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00631,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 170,65,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,65,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00632,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 170,90,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,90,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00633,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 170,500,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,500,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00634,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 170,24,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,24,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00635,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 170,6,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,6,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00636,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 170,0,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,0,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00637,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 170,-5,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,-5,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00638,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 170,2016,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2016,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00639,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 171,2,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00640,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 171,92,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,92,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00641,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 171,300,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,300,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00642,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 171,30,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,30,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00643,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 171,8,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00644,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 171,50,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,50,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00645,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 171,0,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,0,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00646,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 171,2020,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2020,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00647,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 171,2012,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2012,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00648,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 172,2,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00649,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 172,40,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,40,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00650,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 172,18,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,18,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00651,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 172,2012,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2012,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00652,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 173,2,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00653,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 173,120,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,120,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00654,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 173,100,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,100,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00655,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 173,1996,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,1996,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00656,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 173,2001,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2001,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00657,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 174,8,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00658,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 174,13,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,13,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00659,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 174,-3,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,-3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00660,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 174,2,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00661,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 174,1996,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,1996,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00662,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 175,2,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00663,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 175,0,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,0,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00664,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 175,5,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,5,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00665,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 175,18,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,18,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00666,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 175,35,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,35,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00667,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 175,-5,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,-5,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00668,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 175,130,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,130,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00669,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 175,150,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,150,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00670,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 175,70,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,70,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00671,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 175,250,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,250,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00672,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 176,2,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00673,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 176,150,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,150,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00674,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 176,40,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,40,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00675,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 201,1,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00676,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 203,2,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00677,integer,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 206,2,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00678,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 13,banda_2018_electronic_phenotyping,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,banda_2018_electronic_phenotyping,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00679,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 19,ratner_et_al_2020_snorkel,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,ratner_et_al_2020_snorkel,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00680,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 106,banda_2018_electronic_phenotyping,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,banda_2018_electronic_phenotyping,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00681,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 107,singer_2016_sepsis3,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,singer_2016_sepsis3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00682,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 107,vincent_et_al_1996_sofa,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,vincent_et_al_1996_sofa,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00683,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 108,singer_2016_sepsis3,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,singer_2016_sepsis3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00684,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 109,essay_mosier_subbian_2020_acute_respiratory_failure_phenotyping,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,essay_mosier_subbian_2020_acute_respiratory_failure_phenotyping,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00685,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 109,ranieri_et_al_2012_berlin_ards,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,ranieri_et_al_2012_berlin_ards,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00686,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 110,kdigo_2012_acute_kidney_injury,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,kdigo_2012_acute_kidney_injury,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00687,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 111,vincent_et_al_1996_sofa,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,vincent_et_al_1996_sofa,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00688,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 112,taylor_et_al_2001_isth_dic,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,taylor_et_al_2001_isth_dic,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00689,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 112,vincent_et_al_1996_sofa,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,vincent_et_al_1996_sofa,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00690,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 113,singer_2016_sepsis3,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,singer_2016_sepsis3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00691,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 114,vincent_et_al_1996_sofa,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,vincent_et_al_1996_sofa,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00692,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 167,banda_2018_electronic_phenotyping,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,banda_2018_electronic_phenotyping,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00693,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 168,singer_2016_sepsis3,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,singer_2016_sepsis3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00694,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 169,singer_2016_sepsis3,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,singer_2016_sepsis3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00695,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 169,vincent_et_al_1996_sofa,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,vincent_et_al_1996_sofa,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00696,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 170,singer_2016_sepsis3,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,singer_2016_sepsis3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00697,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 171,essay_mosier_subbian_2020_acute_respiratory_failure_phenotyping,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,essay_mosier_subbian_2020_acute_respiratory_failure_phenotyping,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00698,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 171,ranieri_et_al_2012_berlin_ards,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,ranieri_et_al_2012_berlin_ards,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00699,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 172,kdigo_2012_acute_kidney_injury,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,kdigo_2012_acute_kidney_injury,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00700,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 173,vincent_et_al_1996_sofa,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,vincent_et_al_1996_sofa,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00701,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 173,taylor_et_al_2001_isth_dic,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,taylor_et_al_2001_isth_dic,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00702,citation_key,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 174,vincent_et_al_1996_sofa,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,vincent_et_al_1996_sofa,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00703,label,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 2,chap:clinical-proxy-state-construction,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,chap:clinical-proxy-state-construction,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00704,label,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 9,sec:clinical-proxy-state-construction:rationale-terminology,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,sec:clinical-proxy-state-construction:rationale-terminology,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00705,label,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 22,subsec:clinical-proxy-state-construction:llm-assisted-elicitation,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,subsec:clinical-proxy-state-construction:llm-assisted-elicitation,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00706,label,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 31,tab:llm-prompt-artifact-provenance,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,tab:llm-prompt-artifact-provenance,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00707,label,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 49,tab:proxy-source-types,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,tab:proxy-source-types,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00708,label,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 63,sec:clinical-proxy-state-construction:physionet-proxy-state-rules,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,sec:clinical-proxy-state-construction:physionet-proxy-state-rules,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00709,label,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 95,tab:physionet-proxy-definitions,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,tab:physionet-proxy-definitions,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00710,label,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 125,sec:clinical-proxy-state-construction:mimic-proxy-state-rules-validation-artifacts,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,sec:clinical-proxy-state-construction:mimic-proxy-state-rules-validation-artifacts,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00711,label,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 156,tab:mimic-proxy-definitions,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,tab:mimic-proxy-definitions,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00712,label,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 185,sec:clinical-proxy-state-construction:predicted-majority-vote-proxy-states,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,sec:clinical-proxy-state-construction:predicted-majority-vote-proxy-states,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00713,reference,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 4,ref:chap:problem-definition-study-design,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,ref:chap:problem-definition-study-design,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00714,reference,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 6,ref:chap:predictive-modeling-proxy-states,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,ref:chap:predictive-modeling-proxy-states,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00715,reference,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 6,ref:chap:results,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,ref:chap:results,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00716,reference,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 122,ref:tab:physionet-proxy-definitions,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,ref:tab:physionet-proxy-definitions,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00717,reference,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 189,ref:chap:predictive-modeling-proxy-states,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,ref:chap:predictive-modeling-proxy-states,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00718,table_caption,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 28,Prompt and document artifacts used as design provenance for proxy-state and DAG construction.,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,Prompt and document artifacts used as design provenance for proxy-state and DAG construction.,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00719,table_caption,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 46,Proxy-state source types used in the thesis pipeline.,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,Proxy-state source types used in the thesis pipeline.,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00720,heading,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 1,chapter:Clinical Proxy-State Construction,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,chapter:Clinical Proxy-State Construction,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00721,heading,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 8,section:Rationale and Terminology,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,section:Rationale and Terminology,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00722,heading,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 21,subsection:LLM-Assisted Ontology and Rule Elicitation,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,subsection:LLM-Assisted Ontology and Rule Elicitation,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00723,heading,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 62,section:PhysioNet Proxy-State Rules,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,section:PhysioNet Proxy-State Rules,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-00724,heading,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,line 124,section:MIMIC Proxy-State Rules and Validation Artifacts,5e5f77b1d4c119ab2432eadeb0e537b784c96fe18f0b3a1c10e5cfdffe662f1f,section:MIMIC Proxy-State Rules and Validation Artifacts,YES,NONE,Static frozen-content comparison; unchanged.
