artifact_id,artifact_path,artifact_role,exists,sha256_recorded,sha256_actual,hash_match,source_record,selection_status,thesis_usage,consistency_status,blocking_issue,notes
ART-00001,final-results/AGENTS.md,archived_source,TRUE,b2ba09c5c04b3813290566de5a9d621d559358b084c9f65125d8e34cbe0e10a9,b2ba09c5c04b3813290566de5a9d621d559358b084c9f65125d8e34cbe0e10a9,TRUE,results_manifest.csv,NOT_APPLICABLE,Chapter 10,PASS,,artifact_status=present; provenance_class=ARTIFACT_SUPPORTED; execution_status=; caveats=ARCHIVE_DOCUMENTATION
ART-00201,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/control_messages_cate_estimation.csv,archived_source,TRUE,470d9b4a52c3822c3e012e42c8b422563fe9e8a4bad43d6eb6f3b1601e8a98ca,470d9b4a52c3822c3e012e42c8b422563fe9e8a4bad43d6eb6f3b1601e8a98ca,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00202,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/global_summary.csv,archived_source,TRUE,53ad3b09ca334a7a51510098d8ea4205d6658c9da8984900bca852bafbb5997b,53ad3b09ca334a7a51510098d8ea4205d6658c9da8984900bca852bafbb5997b,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00203,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/manager_global_summary.csv,archived_source,TRUE,475e4fde45f85f2037ea626209a2ecb4c8465b9f271e75b28328fc11737a161e,475e4fde45f85f2037ea626209a2ecb4c8465b9f271e75b28328fc11737a161e,TRUE,results_manifest.csv,EXCLUDED_DUPLICATE,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=REDUCED_MANAGER_SUMMARY
ART-00204,final-results/causal-outputs/outputs-mimic-forest-downsample/graph/mimic_causal_dag.png,archived_source,TRUE,79fa7209166d24a9056753ef785865eb87995b2a363c1b3b5a2bff657fe204d8,79fa7209166d24a9056753ef785865eb87995b2a363c1b3b5a2bff657fe204d8,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00205,final-results/causal-outputs/outputs-mimic-forest-downsample/graph/mimic_causal_graph.pkl,archived_source,TRUE,33e4531c971746f7374177c17c97ad1d06163f310bb77faf7d7c09dada6de19a,33e4531c971746f7374177c17c97ad1d06163f310bb77faf7d7c09dada6de19a,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00206,final-results/causal-outputs/outputs-mimic-forest-downsample/logs/01_graph.log,archived_source,TRUE,62415820916282c637fbf7192f1273fcec3065cc7a412c2932ab366b4f3d70f1,62415820916282c637fbf7192f1273fcec3065cc7a412c2932ab366b4f3d70f1,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00207,final-results/causal-outputs/outputs-mimic-forest-downsample/logs/02_majority_vote.log,archived_source,TRUE,fe694f5e029d22916176faeeaa2a5b0c33f502cd19bfb0bb1119ceb9b82e9d10,fe694f5e029d22916176faeeaa2a5b0c33f502cd19bfb0bb1119ceb9b82e9d10,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00208,final-results/causal-outputs/outputs-mimic-forest-downsample/logs/03_mortality_prediction.log,archived_source,TRUE,9094857546e4a66a778fa1c95d05ef5cd47b6fd5c55c3420820f209e6d158bb4,9094857546e4a66a778fa1c95d05ef5cd47b6fd5c55c3420820f209e6d158bb4,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00209,final-results/causal-outputs/outputs-mimic-forest-downsample/logs/04_matching.log,archived_source,TRUE,2fd3352a909628178ebe59051f0bb78886d519bf231a703a24e63ea56a954090,2fd3352a909628178ebe59051f0bb78886d519bf231a703a24e63ea56a954090,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00210,final-results/causal-outputs/outputs-mimic-forest-downsample/logs/05_cate_estimation.log,archived_source,TRUE,70f37f1b8bb492dba60a16371eed3579b8b6a0acf6ae90e7d1ea2997ccee2556,70f37f1b8bb492dba60a16371eed3579b8b6a0acf6ae90e7d1ea2997ccee2556,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00211,final-results/causal-outputs/outputs-mimic-forest-downsample/logs/06_analyze_cate_results.log,archived_source,TRUE,1c52f125e3f1fad30cee630025af3798d2cffb0c1729a5bd3c5b4e0253ecfccc,1c52f125e3f1fad30cee630025af3798d2cffb0c1729a5bd3c5b4e0253ecfccc,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00212,final-results/causal-outputs/outputs-mimic-forest-downsample/logs/07_permutations_test.log,archived_source,TRUE,300125d291f79d8da4774a90c3b76c6530c4fb14d0043add98b6f2814bbbb7e7,300125d291f79d8da4774a90c3b76c6530c4fb14d0043add98b6f2814bbbb7e7,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00213,final-results/causal-outputs/outputs-mimic-forest-downsample/majority_vote/latent_tags_majority_vote.csv,archived_source,TRUE,bf512547fa5b29baa8fb1c62e689c2894831416591f0b5c090ad274c2c22e2e9,bf512547fa5b29baa8fb1c62e689c2894831416591f0b5c090ad274c2c22e2e9,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00214,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_CARDIAC_STRAIN/confounder_analysis.txt,archived_source,TRUE,650bff45ea548a50eee232c23fc426ac1dd2311ecf34000b3db61d4d19509a9b,650bff45ea548a50eee232c23fc426ac1dd2311ecf34000b3db61d4d19509a9b,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00215,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_CARDIAC_STRAIN/matched_pairs.csv,archived_source,TRUE,f031c5037ac96591a07d14bfd208068a6b426bc30a9eaa0c1dc202591f27b808,f031c5037ac96591a07d14bfd208068a6b426bc30a9eaa0c1dc202591f27b808,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00216,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_CARDIAC_STRAIN/summary_results.txt,archived_source,TRUE,6ee7c89a8a3ecbdeaba294b75f4d49d7738d799f0156519fdca9578f2f77cd85,6ee7c89a8a3ecbdeaba294b75f4d49d7738d799f0156519fdca9578f2f77cd85,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00217,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_GLOBAL_SEVERITY/confounder_analysis.txt,archived_source,TRUE,079aa538c460750ef88df813e74dd54c40d415a5b8ca0131b7909c10bc897a07,079aa538c460750ef88df813e74dd54c40d415a5b8ca0131b7909c10bc897a07,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00218,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_GLOBAL_SEVERITY/matched_pairs.csv,archived_source,TRUE,af2d4e0e44991b59f81343a0f218625ceba2c5dbd734fcc372c1c0f15faec908,af2d4e0e44991b59f81343a0f218625ceba2c5dbd734fcc372c1c0f15faec908,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00219,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_GLOBAL_SEVERITY/summary_results.txt,archived_source,TRUE,aad036b820198ba16a61db32f0e75b5412abd2e3c52bb4b7a7c8e0f9543406b6,aad036b820198ba16a61db32f0e75b5412abd2e3c52bb4b7a7c8e0f9543406b6,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00220,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_HEPATIC_COAG_DYSFUNCTION/confounder_analysis.txt,archived_source,TRUE,2919c8fbd68671f9cd119f67fb540def70e46b1e70ce19a79c7316cebb5691af,2919c8fbd68671f9cd119f67fb540def70e46b1e70ce19a79c7316cebb5691af,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00221,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_HEPATIC_COAG_DYSFUNCTION/matched_pairs.csv,archived_source,TRUE,bc57d463189967f9a349ef8a00c87175522812c9ba29a5d05251b3ac468fd896,bc57d463189967f9a349ef8a00c87175522812c9ba29a5d05251b3ac468fd896,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00222,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_HEPATIC_COAG_DYSFUNCTION/summary_results.txt,archived_source,TRUE,7b6e54cdb116c78e135df38b62e06a27f771c417fbaa5f5684dfc373217b695c,7b6e54cdb116c78e135df38b62e06a27f771c417fbaa5f5684dfc373217b695c,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00223,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_INFLAMMATION_SEPSIS/summary_results.txt,archived_source,TRUE,a1d72d291c5ce9d519a895a9f8b4105b77fdad251ee837734dffb6027ad67d00,a1d72d291c5ce9d519a895a9f8b4105b77fdad251ee837734dffb6027ad67d00,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00224,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_METABOLIC_DERANGEMENT/confounder_analysis.txt,archived_source,TRUE,d337556e663b5ec19eb3dfadc4920c6c6db1493e1e301415db8d4a7313314e26,d337556e663b5ec19eb3dfadc4920c6c6db1493e1e301415db8d4a7313314e26,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00225,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_METABOLIC_DERANGEMENT/matched_pairs.csv,archived_source,TRUE,194890711580be37e56a6bb8f9680a7bf835b5b7eed8bab132cab0ff7d7fb7df,194890711580be37e56a6bb8f9680a7bf835b5b7eed8bab132cab0ff7d7fb7df,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00226,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_METABOLIC_DERANGEMENT/summary_results.txt,archived_source,TRUE,42702cb711cdc75b610449be05847578ea3bcf8a064b0f33cf734177ea6d828e,42702cb711cdc75b610449be05847578ea3bcf8a064b0f33cf734177ea6d828e,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00227,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_NEUROLOGIC_DYSFUNCTION/confounder_analysis.txt,archived_source,TRUE,0487216af8e17f48b7c77e9d11aed13f4d25aad5113ff5dedecc0a4d2f85cd4a,0487216af8e17f48b7c77e9d11aed13f4d25aad5113ff5dedecc0a4d2f85cd4a,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00228,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_NEUROLOGIC_DYSFUNCTION/matched_pairs.csv,archived_source,TRUE,7c97440e7ed8924060bc33e1f02c8193267b85c391905621ba3fc6e0e21b309d,7c97440e7ed8924060bc33e1f02c8193267b85c391905621ba3fc6e0e21b309d,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00229,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_NEUROLOGIC_DYSFUNCTION/summary_results.txt,archived_source,TRUE,7c2e543b2d14eb4aa082ffe8b6d83481108c3a537ea1191323e8042863c983c3,7c2e543b2d14eb4aa082ffe8b6d83481108c3a537ea1191323e8042863c983c3,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00230,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_RENAL_DYSFUNCTION/confounder_analysis.txt,archived_source,TRUE,dca1a1f91a900159e74a37f48ccc34dd944af5c127ce1e1202d8d4debcee33bb,dca1a1f91a900159e74a37f48ccc34dd944af5c127ce1e1202d8d4debcee33bb,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00231,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_RENAL_DYSFUNCTION/matched_pairs.csv,archived_source,TRUE,994949d2d872f4a061a68e6b0aa49a151df53c7b0bec2e1fddde5cbe22ce7d0e,994949d2d872f4a061a68e6b0aa49a151df53c7b0bec2e1fddde5cbe22ce7d0e,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00232,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_RENAL_DYSFUNCTION/summary_results.txt,archived_source,TRUE,cf0fed5ea220c8260c5b357ccb9fa419e86c33d52d4482765fbc427237af1029,cf0fed5ea220c8260c5b357ccb9fa419e86c33d52d4482765fbc427237af1029,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00233,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_RESPIRATORY_FAILURE/confounder_analysis.txt,archived_source,TRUE,9a3c6ec36e482d9f9e52fd6fd96d91bb25e631a2dae6328952e60d16a35562d1,9a3c6ec36e482d9f9e52fd6fd96d91bb25e631a2dae6328952e60d16a35562d1,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00234,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_RESPIRATORY_FAILURE/matched_pairs.csv,archived_source,TRUE,a313b0032ddbdfe81776e6fea8e1ca2be7c1c492be925cd2dfd3c4fb94e4785b,a313b0032ddbdfe81776e6fea8e1ca2be7c1c492be925cd2dfd3c4fb94e4785b,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00235,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_RESPIRATORY_FAILURE/summary_results.txt,archived_source,TRUE,597618b9f3d92c9de7f82918af4399f854f2bacf510af520cf4f6707f3b7e1b5,597618b9f3d92c9de7f82918af4399f854f2bacf510af520cf4f6707f3b7e1b5,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00236,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_SHOCK/confounder_analysis.txt,archived_source,TRUE,475fd2f7422232c3b91c9956204a7c8f0ea6892aafce305c13ad106ff3f8d2ce,475fd2f7422232c3b91c9956204a7c8f0ea6892aafce305c13ad106ff3f8d2ce,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00237,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_SHOCK/matched_pairs.csv,archived_source,TRUE,671a89527fb61cd1e1d3a73ba3c2ae364d7a51dd40903793ebf5bb105669cdff,671a89527fb61cd1e1d3a73ba3c2ae364d7a51dd40903793ebf5bb105669cdff,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00238,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_SHOCK/summary_results.txt,archived_source,TRUE,03f5aa771d51fcfc691ee7d9df052cffd7a0616394ba9285e444c5f7ea0af39f,03f5aa771d51fcfc691ee7d9df052cffd7a0616394ba9285e444c5f7ea0af39f,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00239,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/global_summary.csv,archived_source,TRUE,ee5b8f1efadcd57193e727fc34ca1c58986b2a086fa1711153b1bddf03681312,ee5b8f1efadcd57193e727fc34ca1c58986b2a086fa1711153b1bddf03681312,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00240,final-results/causal-outputs/outputs-mimic-forest-downsample/mortality_prediction/mortality_prediction_results.txt,archived_source,TRUE,a1339f76d43636aef4b1e60093f75c636b87bd3957e9b0b8e90b33779a44e288,a1339f76d43636aef4b1e60093f75c636b87bd3957e9b0b8e90b33779a44e288,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00241,final-results/causal-outputs/outputs-mimic-forest-downsample/permutations_test/outcome_permutation_results.csv,archived_source,TRUE,642f7fb4e41f29c784f1a348ec0da714c31c9a368a97f2e7a1bba4a7936e99df,642f7fb4e41f29c784f1a348ec0da714c31c9a368a97f2e7a1bba4a7936e99df,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00242,final-results/causal-outputs/outputs-mimic-forest-downsample/permutations_test/treatment_permutation_results.csv,archived_source,TRUE,2af8fa98347694a8077ce31eeb0794ccc6fac6930bb8f6c735db099adbe13489,2af8fa98347694a8077ce31eeb0794ccc6fac6930bb8f6c735db099adbe13489,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00243,final-results/causal-outputs/outputs-mimic-forest-downsample/run_summary.json,archived_source,TRUE,1d8e397a8ecacaf870c17609663dd72e5f64e61c521a74537832127a1ed49176,1d8e397a8ecacaf870c17609663dd72e5f64e61c521a74537832127a1ed49176,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00244,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_benchmark_report.txt,archived_source,TRUE,0d0c2786a90390b73f1054e4fc1b464158e5b6faede1ab8dfa0603f418f17fba,0d0c2786a90390b73f1054e4fc1b464158e5b6faede1ab8dfa0603f418f17fba,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00245,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_benchmark_scores.csv,archived_source,TRUE,c3aaf698fab72a36a0e3fe80d522e8f2516d0e63e6a60c4777ee1e46bf3a8d63,c3aaf698fab72a36a0e3fe80d522e8f2516d0e63e6a60c4777ee1e46bf3a8d63,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00246,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_sensitivity_contour.png,archived_source,TRUE,ac63b26bf7f66ba88ec99ff858e2eedba129919fd5b7f11954348ff660e31687,ac63b26bf7f66ba88ec99ff858e2eedba129919fd5b7f11954348ff660e31687,TRUE,results_manifest.csv,EXCLUDED_DUPLICATE,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=HASH_EQUIVALENT_COPY
ART-00247,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_benchmark_report.txt,archived_source,TRUE,a431ab0a1a9785aa6538fa56439bead2c92b92b12e9eb7317fb998639acdac2d,a431ab0a1a9785aa6538fa56439bead2c92b92b12e9eb7317fb998639acdac2d,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00248,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_benchmark_scores.csv,archived_source,TRUE,846c8e832d3ef382cc690b3767437794ce564eadf69d8bbd27d8d21224667862,846c8e832d3ef382cc690b3767437794ce564eadf69d8bbd27d8d21224667862,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00249,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_sensitivity_contour.png,archived_source,TRUE,b187d391ecb64948d85aee2081f2c7048a922c3352284ef97c987a72429f0007,b187d391ecb64948d85aee2081f2c7048a922c3352284ef97c987a72429f0007,TRUE,results_manifest.csv,EXCLUDED_DUPLICATE,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=HASH_EQUIVALENT_COPY
ART-00250,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_benchmark_report.txt,archived_source,TRUE,a2cee65b52abc260b077acab43bee0cf7a3554a69e97e6e3566c9386e20afe60,a2cee65b52abc260b077acab43bee0cf7a3554a69e97e6e3566c9386e20afe60,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
