claim_id,file,chapter_or_section,line_or_excerpt,claim_type,claim_summary,numeric_expression,citation_keys,authoritative_source,exact_source_location,support_status,qualification_status,terminology_status,hierarchy_status,cross_language_status,required_action,notes
C0072,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 21: This problem setting also explains why the thesis moves from data contracts to proxy states, prediction, and only then to adjusted analysis. The same apparent clinical pattern may have different observable correlates when variable availability, sampling frequency, or coding conventions change. If a downstream analysis hides those transformations, a reader cannot determine whether a difference arose from the source data, the rule-derived label, the prediction export, or the ef",MOTIVATION,"This problem setting also explains why the thesis moves from data contracts to proxy states, prediction, and only then to adjusted analysis. The same apparent clinical pattern may have different observable correlates when variable availability, sampling frequency, or coding conventions change. If a downstream analysis hides those transformations, a reader cannot determine whether a difference arose from the source data, the rule-derived label, the prediction export, or the effect-estimation model. Making these handoffs explicit is an engineering discipline with scientific consequences: it permits the analysis to be audited, identifies where limitations enter, and prevents an apparently seamless output from being interpreted as a seamless clinical fact.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0073,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 26: Prior work offers important components for this setting. Irregular-time-series research provides representations and predictive methods for sparse, asynchronously observed medical data. Electronic phenotyping and weak supervision provide strategies for constructing useful analytical labels when direct expert adjudication is unavailable. Causal-inference research supplies DAG-based reasoning, double machine learning, heterogeneous-effect estimation, and diagnostics for observa",OBJECTIVE,"Prior work offers important components for this setting. Irregular-time-series research provides representations and predictive methods for sparse, asynchronously observed medical data. Electronic phenotyping and weak supervision provide strategies for constructing useful analytical labels when direct expert adjudication is unavailable. Causal-inference research supplies DAG-based reasoning, double machine learning, heterogeneous-effect estimation, and diagnostics for observational studies [citation]. ICU-focused reviews further emphasize the difficulty of defining an actionable question, managing confounding, and distinguishing predictive patterns from treatment-effect claims in observational clinical records [citation].",018;018;019;2023;2021,chernozhukov2018dml;wager2018causalforest;athey2019grf;smit_2023_causal_inference_icu_scoping_review;bica_2021_individualized_treatment_effects_ehr_ml,approved bibliography/catalog,references.bib: chernozhukov2018dml;wager2018causalforest;athey2019grf;smit_2023_causal_inference_icu_scoping_review;bica_2021_individualized_treatment_effects_ehr_ml,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0074,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 28: The gap addressed here is an integration gap, not an assertion that any of these components is absent from the literature. In practice, irregular-time-series prediction, proxy-state construction, and causal-effect estimation are often developed or evaluated separately. Connecting them requires explicit interfaces: source-specific preprocessing must yield compatible records; rule-derived labels must be distinguishable from model predictions and algorithmic aggregates; predicti",MOTIVATION,"The gap addressed here is an integration gap, not an assertion that any of these components is absent from the literature. In practice, irregular-time-series prediction, proxy-state construction, and causal-effect estimation are often developed or evaluated separately. Connecting them requires explicit interfaces: source-specific preprocessing must yield compatible records; rule-derived labels must be distinguishable from model predictions and algorithmic aggregates; prediction exports must be normalized before downstream use; and causal analyses must state how their exposures, covariates, graphs, diagnostics, and populations relate. Without these interfaces, a model can appear technically successful while its labels, analysis rows, adjustment variables, or interpretation change silently between stages.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0075,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 30: The objective of this thesis is therefore to construct and evaluate an evidence-tracked framework that converts irregular ICU measurement data into clinically inspired proxy-state representations and uses those representations, under explicit causal assumptions, for DAG-guided adjusted effect estimation of in-hospital mortality. ``Evidence-tracked'' here means that the thesis distinguishes source-coded behavior, checked numerical artifacts, and unresolved provenance or valida",OBJECTIVE,"The objective of this thesis is therefore to construct and evaluate an evidence-tracked framework that converts irregular ICU measurement data into clinically inspired proxy-state representations and uses those representations, under explicit causal assumptions, for DAG-guided adjusted effect estimation of in-hospital mortality. ``Evidence-tracked'' here means that the thesis distinguishes source-coded behavior, checked numerical artifacts, and unresolved provenance or validation requirements. It is a methodological and engineering contribution accompanied by an empirical evaluation; it is not a claim of clinical validation, deployment readiness, or full clean-checkout computational reproducibility.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0076,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,line 32: The implemented sequence is dataset-specific preprocessing; rule-based proxy-state construction; multi-label proxy-state prediction; prediction normalization and algorithmic aggregation; project-specified DAGs; exposure-specific adjustment; matching and heterogeneous-effect estimation; and robustness and provenance evaluation. This sequence gives the thesis a common analytical language across prediction and observational effect estimation. It also makes the relevant boundarie,OBJECTIVE,"The implemented sequence is dataset-specific preprocessing; rule-based proxy-state construction; multi-label proxy-state prediction; prediction normalization and algorithmic aggregation; project-specified DAGs; exposure-specific adjustment; matching and heterogeneous-effect estimation; and robustness and provenance evaluation. This sequence gives the thesis a common analytical language across prediction and observational effect estimation. It also makes the relevant boundaries explicit. The proxy states are not validated clinical diagnoses; the DAGs are not learned from data; no unconditional causal effect is claimed; and many illness-state proxies do not define well-specified interventions. The workflow does not provide clinical recommendations, bedside decision support, or prospective evidence of benefit.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0077,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 34: An integrated workflow is useful precisely because its interfaces can be inspected rather than assumed. Dataset-specific preprocessing preserves the distinction between source records and analysis-ready objects. Rule-based construction makes the origin of each proxy label visible. Prediction normalization distinguishes probabilities from thresholded labels, and algorithmic aggregation distinguishes a deterministic vote from clinical consensus. Project-specified DAGs and expos",OBJECTIVE,"An integrated workflow is useful precisely because its interfaces can be inspected rather than assumed. Dataset-specific preprocessing preserves the distinction between source records and analysis-ready objects. Rule-based construction makes the origin of each proxy label visible. Prediction normalization distinguishes probabilities from thresholded labels, and algorithmic aggregation distinguishes a deterministic vote from clinical consensus. Project-specified DAGs and exposure-specific adjustment sets make the causal assumptions operationally visible, while matching and model-estimated CATE summaries provide different forms of observational evidence. Finally, robustness and provenance checks separate a checked numerical statement from stronger claims about causal identification, clinical meaning, or rerun reproducibility. The framework's purpose is not to erase these distinctions, but ",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0078,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 36: This framing has practical consequences for how the results should be read. A checked prediction metric concerns the archived evaluation of a model against rule-derived labels, not an independently verified clinical endpoint. A matching output is a descriptive matched-pair outcome difference, not automatically a treatment effect. A mean model-estimated CATE is an aggregate of fitted conditional estimates under the project assumptions, not an unconditional population quantity.",CONTRIBUTION,"This framing has practical consequences for how the results should be read. A checked prediction metric concerns the archived evaluation of a model against rule-derived labels, not an independently verified clinical endpoint. A matching output is a descriptive matched-pair outcome difference, not automatically a treatment effect. A mean model-estimated CATE is an aggregate of fitted conditional estimates under the project assumptions, not an unconditional population quantity. Sensitivity, permutation, and support diagnostics contribute evidence about particular failure modes, but none can substitute for a justified intervention definition, an adequate causal graph, or clinical review. By placing these distinctions in the framework itself, the thesis avoids treating provenance, statistical modeling, and clinical interpretation as afterthoughts to an otherwise complete pipeline.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0079,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 38: Large language model (LLM) prompts contributed candidate clinical and causal design material during project development, including possible proxy-state and graph concepts. They were not an executed component of the analysis pipeline, did not learn a DAG from the data, and did not constitute clinical validation. The active source code defines the implemented rules and DAGs, while the prompts provide design provenance that remains subject to human and clinical review. This role",CONTRIBUTION,"Large language model (LLM) prompts contributed candidate clinical and causal design material during project development, including possible proxy-state and graph concepts. They were not an executed component of the analysis pipeline, did not learn a DAG from the data, and did not constitute clinical validation. The active source code defines the implemented rules and DAGs, while the prompts provide design provenance that remains subject to human and clinical review. This role is subordinate to the thesis's central contribution: a traceable research workflow that makes its analytical handoffs, empirical evidence, and unresolved assumptions visible.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0080,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,line 43: The main research question is:,RESEARCH_QUESTION,The main research question is:,,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0081,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 46: How can irregular ICU time-series data be converted into clinically interpretable proxy-state representations and used, under explicit causal assumptions, to support DAG-guided adjusted effect estimation for in-hospital mortality?",MOTIVATION,"How can irregular ICU time-series data be converted into clinically interpretable proxy-state representations and used, under explicit causal assumptions, to support DAG-guided adjusted effect estimation for in-hospital mortality?",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0082,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,line 49: The word ``support'' is central. The thesis investigates how a linked workflow can organize and qualify retrospective evidence; it does not claim to prove that proxy-state exposures cause mortality or that manipulating a proxy would improve outcomes. The main question is addressed through seven secondary research questions:,RESEARCH_QUESTION,The word ``support'' is central. The thesis investigates how a linked workflow can organize and qualify retrospective evidence; it does not claim to prove that proxy-state exposures cause mortality or that manipulating a proxy would improve outcomes. The main question is addressed through seven secondary research questions:,,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0083,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 52: [SRQ-1:] Which data contracts are needed to connect PhysioNet 2012, MIMIC-III, the irregular-time-series prediction workflow, and the causal-analysis pipeline?",RESEARCH_QUESTION,"[SRQ-1:] Which data contracts are needed to connect PhysioNet 2012, MIMIC-III, the irregular-time-series prediction workflow, and the causal-analysis pipeline?",1;2012,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0084,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,line 53: [SRQ-2:] Can rule-based proxy states be constructed consistently enough to serve as prediction labels and causal-pipeline inputs?,RESEARCH_QUESTION,[SRQ-2:] Can rule-based proxy states be constructed consistently enough to serve as prediction labels and causal-pipeline inputs?,2,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0085,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,line 54: [SRQ-3:] How do STraTS and the included sequence-model baselines perform on multi-label proxy-state prediction across MIMIC-III and PhysioNet?,RESEARCH_QUESTION,[SRQ-3:] How do STraTS and the included sequence-model baselines perform on multi-label proxy-state prediction across MIMIC-III and PhysioNet?,3,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0086,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,line 55: [SRQ-4:] How are predicted proxy states normalized and aggregated before downstream analysis?,RESEARCH_QUESTION,[SRQ-4:] How are predicted proxy states normalized and aggregated before downstream analysis?,4,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0087,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 56: [SRQ-5:] What observed adjustment sets are selected by the dataset-specific, project-specified DAGs for proxy-state exposure analyses?",RESEARCH_QUESTION,"[SRQ-5:] What observed adjustment sets are selected by the dataset-specific, project-specified DAGs for proxy-state exposure analyses?",5,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0088,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 57: [SRQ-6:] What matching, model-estimated CATE, sensitivity, and permutation evidence is available for the prespecified proxy-state exposures?",RESEARCH_QUESTION,"[SRQ-6:] What matching, model-estimated CATE, sensitivity, and permutation evidence is available for the prespecified proxy-state exposures?",6,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0089,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 58: [SRQ-7:] What limitations follow from proxy labels, intervention definition, overlap, measurement error, model dependence, provenance, and unmeasured confounding?",RESEARCH_QUESTION,"[SRQ-7:] What limitations follow from proxy labels, intervention definition, overlap, measurement error, model dependence, provenance, and unmeasured confounding?",7,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0090,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 61: The primary contribution is an end-to-end, evidence-tracked framework linking irregular ICU preprocessing, proxy-state construction, proxy-state prediction, algorithmic aggregation, DAG-guided adjustment, matching, heterogeneous-effect estimation, and robustness diagnostics. Its value is the explicit connection between these layers: a shared proxy-state interface makes it possible to inspect how an analytical construct moves from rule derivation to prediction and then to an o",CONTRIBUTION,"The primary contribution is an end-to-end, evidence-tracked framework linking irregular ICU preprocessing, proxy-state construction, proxy-state prediction, algorithmic aggregation, DAG-guided adjustment, matching, heterogeneous-effect estimation, and robustness diagnostics. Its value is the explicit connection between these layers: a shared proxy-state interface makes it possible to inspect how an analytical construct moves from rule derivation to prediction and then to an observational exposure analysis.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0091,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 63: Secondary methodological contributions are explicit dataset-specific data contracts between the predictive and causal repositories; source-coded, exposure-specific DAG adjustment logic with traceable LLM-assisted design provenance; and a multi-estimator analysis comprising CausalForestDML, LinearDML, and exploratory CausalPFN. The framework also combines matching, sensitivity, permutation, and support diagnostics so that estimator outputs are interpreted alongside their avail",CONTRIBUTION,"Secondary methodological contributions are explicit dataset-specific data contracts between the predictive and causal repositories; source-coded, exposure-specific DAG adjustment logic with traceable LLM-assisted design provenance; and a multi-estimator analysis comprising CausalForestDML, LinearDML, and exploratory CausalPFN. The framework also combines matching, sensitivity, permutation, and support diagnostics so that estimator outputs are interpreted alongside their available empirical checks. CausalForestDML is the primary model-estimated causal-analysis estimator, LinearDML is a secondary comparator, and CausalPFN is retained as an exploratory complementary estimator because it lacks the complete diagnostic support available for the DML estimators.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0092,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 65: The empirical contribution is a checked comparison of five predictive model families across the two datasets, original-cohort adjusted-effect analyses for every prespecified dataset-specific proxy-state exposure, cross-estimator directional comparison, separate outcome-downsampling robustness analyses, and cross-dataset evaluation without numerical pooling. The thesis also contributes reproducibility and evidence infrastructure: checked numerical tables, a results manifest, c",CONTRIBUTION,"The empirical contribution is a checked comparison of five predictive model families across the two datasets, original-cohort adjusted-effect analyses for every prespecified dataset-specific proxy-state exposure, cross-estimator directional comparison, separate outcome-downsampling robustness analyses, and cross-dataset evaluation without numerical pooling. The thesis also contributes reproducibility and evidence infrastructure: checked numerical tables, a results manifest, checksums, a source packet, a decision register, corrected result figures, and explicit tracking of unresolved provenance. These materials support numerical traceability, but they do not establish that the analysis can be rerun from a clean checkout or that every historical producing setting has been recovered.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0093,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 67: Together, these contributions are intended to be cumulative rather than interchangeable. A predictive comparison alone would not explain how its targets become downstream analytical variables. A causal estimator alone would not document how irregular measurements, proxy definitions, or graph-selected covariates entered the analysis. Conversely, an auditable interface does not turn a rule-derived label into a clinical diagnosis or a graph-guided contrast into a well-defined in",CONTRIBUTION,"Together, these contributions are intended to be cumulative rather than interchangeable. A predictive comparison alone would not explain how its targets become downstream analytical variables. A causal estimator alone would not document how irregular measurements, proxy definitions, or graph-selected covariates entered the analysis. Conversely, an auditable interface does not turn a rule-derived label into a clinical diagnosis or a graph-guided contrast into a well-defined intervention effect. The contribution hierarchy therefore places the integrated framework first, the shared proxy and data-contract layers next, empirical comparisons and estimator triangulation after them, and evidence-tracking infrastructure alongside every layer. This ordering keeps the thesis focused on a transparent methodological connection while leaving clinical validation and stronger causal questions as necess",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0094,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,line 76: Contribution | Evidence supplied by the thesis | Principal boundary,CONTRIBUTION,Contribution | Evidence supplied by the thesis | Principal boundary,,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0095,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 78: End-to-end methodological framework | Linked preprocessing, proxy, prediction, aggregation, graph, estimation, and diagnostic chapters. | Integration is demonstrated as a retrospective research workflow, not clinical validation.",WORKFLOW,"End-to-end methodological framework | Linked preprocessing, proxy, prediction, aggregation, graph, estimation, and diagnostic chapters. | Integration is demonstrated as a retrospective research workflow, not clinical validation.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0096,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 79: Shared proxy-state interface | Source-defined rule labels, prediction exports, aggregation, and proxy-state exposure analyses. | Constructs are rule-derived proxies, not chart-adjudicated diagnoses or ground truth.",MOTIVATION,"Shared proxy-state interface | Source-defined rule labels, prediction exports, aggregation, and proxy-state exposure analyses. | Constructs are rule-derived proxies, not chart-adjudicated diagnoses or ground truth.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0097,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,line 80: Cross-dataset predictive evaluation | Checked comparison of five model families on MIMIC-III and PhysioNet. | Rankings are dataset specific; target validity and export lineage remain qualified.,MOTIVATION,Cross-dataset predictive evaluation | Checked comparison of five model families on MIMIC-III and PhysioNet. | Rankings are dataset specific; target validity and export lineage remain qualified.,,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0098,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 81: DAG-guided multi-estimator analysis | Dataset-specific graphs, adjustment logic, matching, CausalForestDML, LinearDML, and exploratory CausalPFN. | Graph correctness, intervention definition, overlap, and unmeasured confounding are not established.",MOTIVATION,"DAG-guided multi-estimator analysis | Dataset-specific graphs, adjustment logic, matching, CausalForestDML, LinearDML, and exploratory CausalPFN. | Graph correctness, intervention definition, overlap, and unmeasured confounding are not established.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0099,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 82: Robustness and diagnostic framework | Matching, sensitivity, permutation, and outcome-downsampling analyses. | Diagnostics qualify results; they do not confirm causal identification.",MOTIVATION,"Robustness and diagnostic framework | Matching, sensitivity, permutation, and outcome-downsampling analyses. | Diagnostics qualify results; they do not confirm causal identification.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0100,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 83: Evidence tracking and reproducibility infrastructure | Checked tables, manifest, checksums, source packet, decision register, and corrected figures. | Numerical traceability is stronger than clean-checkout computational reproducibility.",MOTIVATION,"Evidence tracking and reproducibility infrastructure | Checked tables, manifest, checksums, source packet, decision register, and corrected figures. | Numerical traceability is stronger than clean-checkout computational reproducibility.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0101,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 88: The completed empirical record provides a concise orientation for the chapters that follow. The checked predictive comparison included STraTS, GRU, GRU-D, TCN, and SAnD. STraTS led the four archived test metrics in MIMIC-III, whereas GRU-D led them in PhysioNet; this dataset-dependent pattern is not a claim of universal model superiority. In original-cohort adjusted analyses, CausalForestDML and LinearDML agreed in effect direction for all 19 dataset--exposure comparisons, wh",OBJECTIVE,"The completed empirical record provides a concise orientation for the chapters that follow. The checked predictive comparison included STraTS, GRU, GRU-D, TCN, and SAnD. STraTS led the four archived test metrics in MIMIC-III, whereas GRU-D led them in PhysioNet; this dataset-dependent pattern is not a claim of universal model superiority. In original-cohort adjusted analyses, CausalForestDML and LinearDML agreed in effect direction for all 19 dataset--exposure comparisons, while all three estimators agreed in direction for 18 of 19 comparisons. The exploratory CausalPFN analysis reproduced the prevailing direction in nearly every original-cohort comparison, indicating promise as a complementary estimator while lacking the complete diagnostic support available for the DML estimators. Matching and robustness diagnostics provide qualified supporting evidence, and outcome-downsampled analyse",19;18;19,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0102,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 90: These findings are deliberately directional and high level. They do not provide exposure-level effect claims, significance conclusions, or treatment priorities. They instead motivate a careful reading of the later methods, results, and discussion: agreement across fitted estimators is useful triangulation, but it does not validate the proxy states, establish that the project DAGs are correct, eliminate unmeasured confounding, establish positivity, or demonstrate bedside utili",OBJECTIVE,"These findings are deliberately directional and high level. They do not provide exposure-level effect claims, significance conclusions, or treatment priorities. They instead motivate a careful reading of the later methods, results, and discussion: agreement across fitted estimators is useful triangulation, but it does not validate the proxy states, establish that the project DAGs are correct, eliminate unmeasured confounding, establish positivity, or demonstrate bedside utility. The appropriate interpretation is an evidence-bounded account of what an integrated retrospective workflow can contribute and what further clinical, causal, and provenance work remains necessary.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0103,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 95: The remainder of the thesis follows the analytical chain from context to interpretation. Chapter 2 reviews irregular medical time-series modeling, clinical proxy construction, and observational causal-inference concepts that frame the study. Chapter 3 formalizes the study units, prediction and causal questions, proxy-state exposures, outcome, and assumptions. Chapters 4--6 build the data, proxy, and prediction layers: Chapter 4 describes dataset-specific preprocessing and dat",MOTIVATION,"The remainder of the thesis follows the analytical chain from context to interpretation. Chapter 2 reviews irregular medical time-series modeling, clinical proxy construction, and observational causal-inference concepts that frame the study. Chapter 3 formalizes the study units, prediction and causal questions, proxy-state exposures, outcome, and assumptions. Chapters 4--6 build the data, proxy, and prediction layers: Chapter 4 describes dataset-specific preprocessing and data contracts, Chapter 5 documents clinical proxy-state construction, and Chapter 6 presents predictive modeling of proxy states.",2;3;4;-6;4;5;6,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0104,thesis-writing/thesis/chapters/01_introduction.tex,Thesis,"line 97: Chapters 7--9 define how the downstream observational analyses are governed. Chapter 7 describes the project-specified causal graphs, adjustment logic, matching, and heterogeneous-effect estimators. Chapter 8 specifies robustness, sensitivity, permutation, and validation design. Chapter 9 records the experimental matrix, original and outcome-downsampled populations, and reproducibility boundary. Chapter 10 then reports the checked numerical results using the approved estimato",CONTRIBUTION,"Chapters 7--9 define how the downstream observational analyses are governed. Chapter 7 describes the project-specified causal graphs, adjustment logic, matching, and heterogeneous-effect estimators. Chapter 8 specifies robustness, sensitivity, permutation, and validation design. Chapter 9 records the experimental matrix, original and outcome-downsampled populations, and reproducibility boundary. Chapter 10 then reports the checked numerical results using the approved estimator and population hierarchy. Chapter 11 interprets the research-question answers, cross-dataset patterns, and limitations. Finally, Chapter 12 summarizes the thesis contributions and identifies future work needed to strengthen clinical validity, causal interpretation, reproducibility, and translation.",7;-9;7;8;9;10;11;12,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
