figure_id,dataset,estimator,sampling_condition,treatment,source_path,source_sha256,width,height,producing_script,input_source,source_status,selection_status,admission_status,caveat_codes,notes
ARCHIVED-PNG-0052,physionet,CausalForestDML,outcome-downsampled,LAT_RENAL_DYSFUNCTION,final-results/causal-outputs/outputs-physionet-forest-downsample/analyze_cate_results/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_sensitivity_contour.png,32485149d2b4e107182519752d83304238b26cea58f0cda65e35e288f4bf52cc,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0053,physionet,CausalForestDML,outcome-downsampled,LAT_SHOCK,final-results/causal-outputs/outputs-physionet-forest-downsample/analyze_cate_results/LAT_SHOCK/LAT_SHOCK_sensitivity_contour.png,fa6dca76fb1f958d25ab0a375ebdd6be4e6a264fea2cb197eb8761c922a534c3,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0054,physionet,CausalForestDML,outcome-downsampled,,final-results/causal-outputs/outputs-physionet-forest-downsample/graph/physionet_causal_dag.png,67d545d696b480136ee9ed58604d2cd56b406832e7b48d5a67b946f4837be7c2,2200,1800,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0055,physionet,LinearDML,original,LAT_CARDIAC_INJURY_STRAIN,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_CARDIAC_INJURY_STRAIN/LAT_CARDIAC_INJURY_STRAIN_sensitivity_contour.png,4cc94f173b2827bd6d11c0696a93592693d18f73883bb261920d6bbb70775f0f,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0056,physionet,LinearDML,original,LAT_COAG_HEME_DYSFUNCTION,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_COAG_HEME_DYSFUNCTION/LAT_COAG_HEME_DYSFUNCTION_sensitivity_contour.png,243126d22ca175eb3ebf781a9ee43cf67ea82a546fbdddb9810b540056edc2d4,1365,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0057,physionet,LinearDML,original,LAT_GLOBAL_SEVERITY,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_sensitivity_contour.png,15c62cf42fe9f138aab4666823eab77f407393e9b98b62f45609810a6bf39e66,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0058,physionet,LinearDML,original,LAT_HEPATIC_DYSFUNCTION,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_HEPATIC_DYSFUNCTION/LAT_HEPATIC_DYSFUNCTION_sensitivity_contour.png,8a4eb448e305843f814743839ccd30b652e7ceb63b391fda50bfa94848b30f8e,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0059,physionet,LinearDML,original,LAT_METABOLIC_DERANGEMENT,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_sensitivity_contour.png,40fb6bf1bf5f104b8268e7d2a883bede787dce6ecfd8154d2c362b040487d6f0,1365,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0060,physionet,LinearDML,original,LAT_RENAL_DYSFUNCTION,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_sensitivity_contour.png,5e8353978706e8296d411324303b0e792d4560c718fee61b5d21e5389c475f41,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0061,physionet,LinearDML,original,LAT_SHOCK,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_SHOCK/LAT_SHOCK_sensitivity_contour.png,627a5243919adebd1ce00b5c79845bc45f5f5da7e9c734290b78acb6abdb2fa7,1365,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0062,physionet,LinearDML,original,,final-results/causal-outputs/outputs-physionet-linear/graph/physionet_causal_dag.png,67d545d696b480136ee9ed58604d2cd56b406832e7b48d5a67b946f4837be7c2,2200,1800,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0063,physionet,LinearDML,outcome-downsampled,LAT_CARDIAC_INJURY_STRAIN,final-results/causal-outputs/outputs-physionet-linear-downsample/analyze_cate_results/LAT_CARDIAC_INJURY_STRAIN/LAT_CARDIAC_INJURY_STRAIN_sensitivity_contour.png,0a57c7dd619922bc15a6eabc59e9629145f0b92e0ec4def00209c2ffdcb5695b,1365,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0064,physionet,LinearDML,outcome-downsampled,LAT_COAG_HEME_DYSFUNCTION,final-results/causal-outputs/outputs-physionet-linear-downsample/analyze_cate_results/LAT_COAG_HEME_DYSFUNCTION/LAT_COAG_HEME_DYSFUNCTION_sensitivity_contour.png,ebd85be2232833f051640d9a16b69dbb410e25c221d6d85469e183646368ddb2,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0065,physionet,LinearDML,outcome-downsampled,LAT_GLOBAL_SEVERITY,final-results/causal-outputs/outputs-physionet-linear-downsample/analyze_cate_results/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_sensitivity_contour.png,c8b0cb98524d47714ef1a2102cecd2ebba525af7535e448fff30a5b995ab8863,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0066,physionet,LinearDML,outcome-downsampled,LAT_HEPATIC_DYSFUNCTION,final-results/causal-outputs/outputs-physionet-linear-downsample/analyze_cate_results/LAT_HEPATIC_DYSFUNCTION/LAT_HEPATIC_DYSFUNCTION_sensitivity_contour.png,4d986853805a1f7c140273f0f92305e01cac1fa96373da38b738c736cd602704,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0067,physionet,LinearDML,outcome-downsampled,LAT_METABOLIC_DERANGEMENT,final-results/causal-outputs/outputs-physionet-linear-downsample/analyze_cate_results/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_sensitivity_contour.png,d5a88094d80d4b7b89b00b9a5bfd712f21a432073e95fe56d70019f8c9c5e48f,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0068,physionet,LinearDML,outcome-downsampled,LAT_RENAL_DYSFUNCTION,final-results/causal-outputs/outputs-physionet-linear-downsample/analyze_cate_results/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_sensitivity_contour.png,32485149d2b4e107182519752d83304238b26cea58f0cda65e35e288f4bf52cc,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0069,physionet,LinearDML,outcome-downsampled,LAT_SHOCK,final-results/causal-outputs/outputs-physionet-linear-downsample/analyze_cate_results/LAT_SHOCK/LAT_SHOCK_sensitivity_contour.png,845983dfacd33dbe519de4e73d778c9f4aa0c1219fa04d2f9b4ec7d6a3d8c5dd,1366,978,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0070,physionet,LinearDML,outcome-downsampled,,final-results/causal-outputs/outputs-physionet-linear-downsample/graph/physionet_causal_dag.png,67d545d696b480136ee9ed58604d2cd56b406832e7b48d5a67b946f4837be7c2,2200,1800,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0071,physionet,CausalPFN,original,,final-results/causal-outputs/outputs-physionet-pfn/graph/physionet_causal_dag.png,67d545d696b480136ee9ed58604d2cd56b406832e7b48d5a67b946f4837be7c2,2200,1800,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0072,physionet,CausalPFN,outcome-downsampled,,final-results/causal-outputs/outputs-physionet-pfn-downsample/graph/physionet_causal_dag.png,67d545d696b480136ee9ed58604d2cd56b406832e7b48d5a67b946f4837be7c2,2200,1800,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0073,mimic_iii,,,,final-results/strats-outputs/mimic_iii/gru/gru-train_frac-0.5-run-1o10/learning_curve_loss.png,0600e1561ddf10d9c82444944954dcfb969956d4be54637ce47993470c7629e0,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0074,mimic_iii,,,,final-results/strats-outputs/mimic_iii/gru/gru-train_frac-0.5-run-1o10/learning_curve_metrics.png,7035f09b04ab295521b925d1bb6a552af813c60f4d3cf9c12155cacbeaf37ff7,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0075,mimic_iii,,,,final-results/strats-outputs/mimic_iii/grud/grud-train_frac-0.5-run-1o10/learning_curve_loss.png,df9f7f401b27d462f6521dcfa51c6bc0fe9c0001796e6e16b7f8ea4fcd489b4d,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0076,mimic_iii,,,,final-results/strats-outputs/mimic_iii/grud/grud-train_frac-0.5-run-1o10/learning_curve_metrics.png,74aa1fc490fb3700526c86637e980ec67e29f2646bed48abfa6df7ccc7c2eaee,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0077,mimic_iii,,,,final-results/strats-outputs/mimic_iii/pretrain/learning_curve_loss.png,b33bb375d883ede0d6094a34f88a291b3f5262c2128e097f88a53add633a6b77,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0078,mimic_iii,,,,final-results/strats-outputs/mimic_iii/pretrain/learning_curve_metrics.png,f496dec712cb19e67e35771e2b87878b92bf6236319067fe5727eef5f5d0c74b,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0079,mimic_iii,,,,final-results/strats-outputs/mimic_iii/sand/sand-train_frac-0.5-run-1o10/learning_curve_loss.png,3b5950849cb231c8b1c0a81ef5a0f49620d09c4b8fce1e0b59b05787c107dfbb,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0080,mimic_iii,,,,final-results/strats-outputs/mimic_iii/sand/sand-train_frac-0.5-run-1o10/learning_curve_metrics.png,f2a4c5ad692b7fb03ac7ba831629ba5a2ff984472f45a539672e05dc3ffff776,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0081,mimic_iii,,,,final-results/strats-outputs/mimic_iii/strats/finetune_strats/learning_curve_loss.png,61d3dd61e9e1625318e3da90c5c5bf0216bbc9e2b92d54073cd1f73821b41fc5,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0082,mimic_iii,,,,final-results/strats-outputs/mimic_iii/strats/finetune_strats/learning_curve_metrics.png,057c376923493a4d41a0adb72632e6be695378ec7aa860d72ea028db783c24b3,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0083,mimic_iii,,,,final-results/strats-outputs/mimic_iii/tcn/tcn-train_frac-0.5-run-1o10/learning_curve_loss.png,dd861762e5145b0465b557011f6f6ae494beaa71e8983385e5b6d266e615a089,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0084,mimic_iii,,,,final-results/strats-outputs/mimic_iii/tcn/tcn-train_frac-0.5-run-1o10/learning_curve_metrics.png,777d50c0c81bcabceefd87ec22dc2b2193890532d18e239ed7e35ab35a550060,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0085,physionet_2012,,,,final-results/strats-outputs/physionet_2012/gru/gru-train_frac-0.5-run-1o10/learning_curve_loss.png,aecfd19d2926f108360b46e12619e608944dce00575068de72d09fc7f64ae005,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0086,physionet_2012,,,,final-results/strats-outputs/physionet_2012/gru/gru-train_frac-0.5-run-1o10/learning_curve_metrics.png,82216d154ddabefdb8c57fc4148273b1fdd3acd3c0b4a26bc84152ebb1e59a03,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0087,physionet_2012,,,,final-results/strats-outputs/physionet_2012/grud/grud-train_frac-0.5-run-1o10/learning_curve_loss.png,29c2513d27f5b4168aa6873d737a386c00befc677c5b2cfbc5400d895fd96c38,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0088,physionet_2012,,,,final-results/strats-outputs/physionet_2012/grud/grud-train_frac-0.5-run-1o10/learning_curve_metrics.png,ec2c868a25c612e7e62a837ce65157dc2b6a4b3fcac50cfea2bf0cb4b9306527,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0089,physionet_2012,,,,final-results/strats-outputs/physionet_2012/pretrain/learning_curve_loss.png,b90046af7359603eceb9d4dbc6605e0932bb2ed530440090749bc56cae78ec65,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0090,physionet_2012,,,,final-results/strats-outputs/physionet_2012/pretrain/learning_curve_metrics.png,f496dec712cb19e67e35771e2b87878b92bf6236319067fe5727eef5f5d0c74b,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0091,physionet_2012,,,,final-results/strats-outputs/physionet_2012/sand/sand-train_frac-0.5-run-1o10/learning_curve_loss.png,73d3fd90023a3f8dcb792297bfa0125a1495e08ff699d376f6f010b4f9d54137,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0092,physionet_2012,,,,final-results/strats-outputs/physionet_2012/sand/sand-train_frac-0.5-run-1o10/learning_curve_metrics.png,529e9e90ff91c80459551400be15c578647aca20a0610e27b78fb0264d56dc14,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0093,physionet_2012,,,,final-results/strats-outputs/physionet_2012/strats/finetune_strats/learning_curve_loss.png,b3e74c1a72d77c3ab393c1c90d6ac79a742e39f2c859a78cfbed6657c7ba2706,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0094,physionet_2012,,,,final-results/strats-outputs/physionet_2012/strats/finetune_strats/learning_curve_metrics.png,b4e357d3491d8663234c0f04ee97f9ace701fc5a38aba8a2b66b0a3501f88921,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0095,physionet_2012,,,,final-results/strats-outputs/physionet_2012/tcn/tcn-train_frac-0.5-run-1o10/learning_curve_loss.png,25e739cce711ccc06ed8cb9f00c5a7ca7acf01f1246ab835923b0042ea4333b1,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
ARCHIVED-PNG-0096,physionet_2012,,,,final-results/strats-outputs/physionet_2012/tcn/tcn-train_frac-0.5-run-1o10/learning_curve_metrics.png,11cfdbb197d11dae03a84d7bbd1bc0fa999610b43f43c3b38ffdacbffda4985f,1500,900,,archived direct figure,ARCHIVED,PENDING_HUMAN_SELECTION,ADMISSIBLE_WITH_QUALIFICATIONS,FIGURE_INPUT_PROVENANCE_PARTIAL,Existing direct archived figure; not altered.
F-CATE-DIST-01,,,,,,,,,,,PLANNED_NOT_GENERATED,PENDING_HUMAN_SELECTION,BLOCKED_MISSING_RESULT,PLANNED_FIGURE_NOT_YET_ADMISSIBLE,Planning identifier; no figure generated in Stage 4.6A.
F-FEATURE-IMP-01,,,,,,,,,,,PLANNED_NOT_GENERATED,PENDING_HUMAN_SELECTION,BLOCKED_MISSING_RESULT,PLANNED_FIGURE_NOT_YET_ADMISSIBLE,Planning identifier; no figure generated in Stage 4.6A.
F-LC-ALL,,,,,,,,,,,PLANNED_NOT_GENERATED,PENDING_HUMAN_SELECTION,BLOCKED_MISSING_RESULT,PLANNED_FIGURE_NOT_YET_ADMISSIBLE,Planning identifier; no figure generated in Stage 4.6A.
F-LC-MIMIC-STRATS,,,,,,,,,,,PLANNED_NOT_GENERATED,PENDING_HUMAN_SELECTION,BLOCKED_MISSING_RESULT,PLANNED_FIGURE_NOT_YET_ADMISSIBLE,Planning identifier; no figure generated in Stage 4.6A.
F-LC-PHY-STRATS,,,,,,,,,,,PLANNED_NOT_GENERATED,PENDING_HUMAN_SELECTION,BLOCKED_MISSING_RESULT,PLANNED_FIGURE_NOT_YET_ADMISSIBLE,Planning identifier; no figure generated in Stage 4.6A.
F-MODEL-COMP-01,,,,,,,,,,,PLANNED_NOT_GENERATED,PENDING_HUMAN_SELECTION,BLOCKED_MISSING_RESULT,PLANNED_FIGURE_NOT_YET_ADMISSIBLE,Planning identifier; no figure generated in Stage 4.6A.
F-OVERLAP-01,,,,,,,,,,,PLANNED_NOT_GENERATED,PENDING_HUMAN_SELECTION,BLOCKED_MISSING_RESULT,PLANNED_FIGURE_NOT_YET_ADMISSIBLE,Planning identifier; no figure generated in Stage 4.6A.
F-PERM-01,,,,,,,,,,,PLANNED_NOT_GENERATED,PENDING_HUMAN_SELECTION,BLOCKED_MISSING_RESULT,PLANNED_FIGURE_NOT_YET_ADMISSIBLE,Planning identifier; no figure generated in Stage 4.6A.
F-PROXY-COOC-01,,,,,,,,,,,PLANNED_NOT_GENERATED,PENDING_HUMAN_SELECTION,BLOCKED_MISSING_RESULT,PLANNED_FIGURE_NOT_YET_ADMISSIBLE,Planning identifier; no figure generated in Stage 4.6A.
F-PROXY-PREV-01,,,,,,,,,,,PLANNED_NOT_GENERATED,PENDING_HUMAN_SELECTION,BLOCKED_MISSING_RESULT,PLANNED_FIGURE_NOT_YET_ADMISSIBLE,Planning identifier; no figure generated in Stage 4.6A.
F-SENS-SELECT,,,,,,,,,,,PLANNED_NOT_GENERATED,PENDING_HUMAN_SELECTION,BLOCKED_MISSING_RESULT,PLANNED_FIGURE_NOT_YET_ADMISSIBLE,Planning identifier; no figure generated in Stage 4.6A.
OPTION-CAUSAL_DAG_OVERVIEW,cross-dataset,,,,thesis-writing/figures-options/causal_dag_overview.png,79fa7209166d24a9056753ef785865eb87995b2a363c1b3b5a2bff657fe204d8,5258,3940,,none,OPTIONAL_FIGURE_ARCHIVED,EXCLUDED_FROM_THESIS,EXCLUDED_LEGACY,NOT_SELECTED,role=EXCLUDED; Redundant with verified dataset-specific DAGs.
OPTION-CORRELATION_VS_CAUSATION,cross-dataset,,,,thesis-writing/figures-options/correlation_vs_causation.png,5e151d7f76d835294a0fd3189dd9555103edce449df00cbc893bc739001a4aa8,2688,1596,,none,OPTIONAL_FIGURE_ARCHIVED,EXCLUDED_FROM_THESIS,EXCLUDED_LEGACY,NOT_SELECTED,role=EXCLUDED; Generic rather than project-specific.
OPTION-CROSS_MODEL_DIRECTION_COUNTS,cross-dataset,,,,thesis-writing/figures-options/cross_model_direction_counts.png,3fe798a320b6c96f1c106f0b81b4d856aef902976c84f10df40a30a4947ba32b,1739,978,,checked_cate_candidates.csv,OPTIONAL_FIGURE_ARCHIVED,EXCLUDED_FROM_THESIS,BLOCKED_VALUE_CONFLICT,BLOCKED_VALUE_CONFLICT,role=EXCLUDED_PROVENANCE; Image aggregates all sampling modes and remains blocked and excluded; corrected replacement is thesis-writing/thesis/figures/results_original_three_estimator_direction_agreement.png.
OPTION-ICU_SCATTERED_EVENTS,cross-dataset,,,,thesis-writing/figures-options/icu_scattered_events.png,cd5f710ab12e62e6b15ac0d187fc6435bcf73e096a8b6f176c6521995255dc20,1138,639,,none,OPTIONAL_FIGURE_ARCHIVED,RETAIN_LATER_METHODS_BACKGROUND,ADMISSIBLE_WITH_QUALIFICATIONS,NOT_NUMERICAL_ILLUSTRATION,role=METHODS_BACKGROUND_LATER; Do not insert during this repair.
OPTION-LATENT_STATE_TAGS,cross-dataset,,,,thesis-writing/figures-options/latent_state_tags.png,132ee1f56681e1b57ce573e4059efbcd4f23315e40ba3911039bd0ff47aa1b92,1351,759,,none,OPTIONAL_FIGURE_ARCHIVED,RETAIN_LATER_METHODS_BACKGROUND,ADMISSIBLE_WITH_QUALIFICATIONS,NOT_NUMERICAL_ILLUSTRATION,role=METHODS_BACKGROUND_LATER; Do not insert during this repair.
OPTION-MAJORITY_VOTE_TAG_CLEANING,cross-dataset,,,,thesis-writing/figures-options/majority_vote_tag_cleaning.png,30eec0f38f3b598f094cdc55e33fc5173ded4aea2994c8e21c193f9a6e0708ee,1031,579,,none,OPTIONAL_FIGURE_ARCHIVED,RETAIN_LATER_METHODS_BACKGROUND,ADMISSIBLE_WITH_QUALIFICATIONS,NOT_NUMERICAL_ILLUSTRATION,role=METHODS_BACKGROUND_LATER; Do not insert during this repair.
OPTION-MIMIC_ALL_RUN_STABILITY,mimic,,,,thesis-writing/figures-options/mimic_all_run_stability.png,b55185122eafb914429e96d0c353301043090cab400e3258f0ac5617d1107ffb,1601,896,,checked_cate_candidates.csv,OPTIONAL_FIGURE_ARCHIVED,SUPPORTING_APPENDIX,ADMISSIBLE_WITH_QUALIFICATIONS,VALIDATED_SOURCE_ROUNDED,role=APPENDIX; Separates original and outcome-downsampled bars; descriptive stability display.
