dataset,edge_number,parent,child,edge_inventory_path,clinical_rationale,rationale_origin,original_chatgpt_source_ids,original_chatgpt_mapping_status,original_chatgpt_locator,doi_or_url,independent_verification_source_ids,independent_verification_status,support_verdict,verification_locator,limitations
MIMIC-III,42,LAT_RESPIRATORY_FAILURE,TRT_MECH_VENT,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Care-process edge: evidence of the parent state is assumed to prompt or indicate the recorded treatment.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_BERLIN_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",mimic-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/berlin-definition-of-ards,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
MIMIC-III,43,LAT_SHOCK,LAT_HEPATIC_COAG_DYSFUNCTION,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",mimic-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
MIMIC-III,44,LAT_SHOCK,LAT_METABOLIC_DERANGEMENT,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",mimic-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
MIMIC-III,45,LAT_SHOCK,LAT_RENAL_DYSFUNCTION,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",mimic-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
MIMIC-III,46,LAT_SHOCK,OBS_BLOOD_PRESSURE,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Measurement-model edge: the observed group is treated as a manifestation or measurement of the parent proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",mimic-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,O_SEPSIS3; V_SOFA1996,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,Sepsis-3 local PDF p. 1; SOFA local PDF p. 2 Table 3,"Sources support blood-pressure/lactate or cardiovascular criteria, not a complete causal measurement model."
MIMIC-III,47,LAT_SHOCK,OBS_LACTATE,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Measurement-model edge: the observed group is treated as a manifestation or measurement of the parent proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",mimic-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,O_SEPSIS3; V_SOFA1996,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,Sepsis-3 local PDF p. 1; SOFA local PDF p. 2 Table 3,"Sources support blood-pressure/lactate or cardiovascular criteria, not a complete causal measurement model."
MIMIC-III,48,LAT_SHOCK,OUT_MORTALITY,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Outcome edge: the parent state is assumed to represent pathophysiologic burden related to mortality.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",mimic-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,O_SEPSIS3,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Sepsis-3 local PDF p. 1,The source reports mortality risk/association; observational evidence does not establish the project arrow.
MIMIC-III,49,LAT_SHOCK,TRT_VASOPRESSORS,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Care-process edge: evidence of the parent state is assumed to prompt or indicate the recorded treatment.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",mimic-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
MIMIC-III,50,MISS_MEASUREMENT_INTENSITY,OBS_AVAILABILITY,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Observation-process edge: ordering or measurement intensity determines recorded availability/counts.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SISK2021,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,mimic-prompt-running.pdf sections 6 and 10,10.1093/jamia/ocaa242,V_LIPTON2016,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Lipton et al. local PDF pp. 1-2,Paper shows care-generated observation patterns can be predictive; it does not establish this dataset-specific arrow.
MIMIC-III,51,MISS_MEASUREMENT_INTENSITY,OBS_LAB_COUNTS,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Observation-process edge: ordering or measurement intensity determines recorded availability/counts.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SISK2021,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,mimic-prompt-running.pdf sections 6 and 10,10.1093/jamia/ocaa242,V_LIPTON2016,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Lipton et al. local PDF pp. 1-2,Paper shows care-generated observation patterns can be predictive; it does not establish this dataset-specific arrow.
MIMIC-III,52,MISS_MEASUREMENT_INTENSITY,OBS_VITAL_COUNTS,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Observation-process edge: ordering or measurement intensity determines recorded availability/counts.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SISK2021,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,mimic-prompt-running.pdf sections 6 and 10,10.1093/jamia/ocaa242,V_LIPTON2016,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Lipton et al. local PDF pp. 1-2,Paper shows care-generated observation patterns can be predictive; it does not establish this dataset-specific arrow.
MIMIC-III,53,TRT_ANTIBIOTICS,OBS_CULTURES_MEDICATIONS,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Treatment/recording edge: delivered care changes or generates the recorded observed-data group.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,mimic-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
MIMIC-III,54,TRT_DIALYSIS,OBS_CREATININE_BUN_ELECTROLYTES,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Treatment/recording edge: delivered care changes or generates the recorded observed-data group.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,mimic-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
MIMIC-III,55,TRT_MECH_VENT,OBS_OXYGENATION,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Treatment/recording edge: delivered care changes or generates the recorded observed-data group.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,mimic-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
MIMIC-III,56,TRT_MECH_VENT,OBS_VENTILATOR_SETTINGS,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Treatment/recording edge: delivered care changes or generates the recorded observed-data group.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,mimic-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
MIMIC-III,57,TRT_VASOPRESSORS,OBS_BLOOD_PRESSURE,thesis-writing/logs/stage_5_2_figure_values/F-DAG-MIMIC-edges.csv,Treatment/recording edge: delivered care changes or generates the recorded observed-data group.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,mimic-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,1,BG_Age,LAT_CHRONIC_BASELINE_RISK,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project assumption: baseline/case-mix context precedes and influences the downstream proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,2,BG_Gender,LAT_CHRONIC_BASELINE_RISK,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project assumption: baseline/case-mix context precedes and influences the downstream proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,3,BG_HeightWeightBMI,LAT_CHRONIC_BASELINE_RISK,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project assumption: baseline/case-mix context precedes and influences the downstream proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,4,BG_ICUType,LAT_CARDIAC_INJURY_STRAIN,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project assumption: baseline/case-mix context precedes and influences the downstream proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,5,BG_ICUType,LAT_CHRONIC_BASELINE_RISK,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project assumption: baseline/case-mix context precedes and influences the downstream proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,6,BG_ICUType,MISS_MeasurementIntensity,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project assumption: case mix and care setting influence monitoring or test-ordering intensity.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_JMIR2025,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,https://medinform.jmir.org/2025/1/e79307,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,7,LAT_CARDIAC_INJURY_STRAIN,LAT_SHOCK,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,8,LAT_CARDIAC_INJURY_STRAIN,MISS_TroponinOrdering,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Observation-process edge: the parent state is assumed to influence selective ordering or monitoring.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_JMIR2025,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,https://medinform.jmir.org/2025/1/e79307,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,9,LAT_CARDIAC_INJURY_STRAIN,OBS_TroponinHR,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Measurement-model edge: the observed group is treated as a manifestation or measurement of the parent proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,10,LAT_CARDIAC_INJURY_STRAIN,OUT_InHospitalMortality,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Outcome edge: the parent state is assumed to represent pathophysiologic burden related to mortality.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,11,LAT_CHRONIC_BASELINE_RISK,LAT_GLOBAL_SEVERITY,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,12,LAT_CHRONIC_BASELINE_RISK,OUT_InHospitalMortality,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Outcome edge: the parent state is assumed to represent pathophysiologic burden related to mortality.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,13,LAT_COAG_HEME_DYSFUNCTION,OBS_CBCPlatelets,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Measurement-model edge: the observed group is treated as a manifestation or measurement of the parent proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,V_SOFA1996; V_DIC2001,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,SOFA local PDF p. 2 Table 3; ISTH DIC local PDF p. 2 Table 2,"Sources support selected laboratory domains, not the exact project grouping."
PhysioNet 2012,14,LAT_COAG_HEME_DYSFUNCTION,OUT_InHospitalMortality,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Outcome edge: the parent state is assumed to represent pathophysiologic burden related to mortality.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,V_SOFA1996,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",SOFA local PDF pp. 2-3,"SOFA describes organ dysfunction and mortality association, not directed causality for this edge."
PhysioNet 2012,15,LAT_GLOBAL_SEVERITY,MISS_MeasurementIntensity,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Observation-process edge: the parent state is assumed to influence selective ordering or monitoring.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_JMIR2025,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,https://medinform.jmir.org/2025/1/e79307,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,16,LAT_GLOBAL_SEVERITY,OUT_InHospitalMortality,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Outcome edge: the parent state is assumed to represent pathophysiologic burden related to mortality.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,V_SOFA1996,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",SOFA local PDF pp. 2-3,"SOFA describes organ dysfunction and mortality association, not directed causality for this edge."
PhysioNet 2012,17,LAT_GLOBAL_SEVERITY,TRT_MechanicalVentilation,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Care-process edge: evidence of the parent state is assumed to prompt or indicate the recorded treatment.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,18,LAT_HEPATIC_DYSFUNCTION,LAT_COAG_HEME_DYSFUNCTION,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,19,LAT_HEPATIC_DYSFUNCTION,OBS_LiverLabs,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Measurement-model edge: the observed group is treated as a manifestation or measurement of the parent proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,V_SOFA1996; V_DIC2001,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,SOFA local PDF p. 2 Table 3; ISTH DIC local PDF p. 2 Table 2,"Sources support selected laboratory domains, not the exact project grouping."
PhysioNet 2012,20,LAT_INFLAMMATION_SEPSIS_BURDEN,LAT_COAG_HEME_DYSFUNCTION,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SEPSIS3,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,10.1001/jama.2016.0287,O_SEPSIS3,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Sepsis-3 local PDF p. 1 and definitions section,"Sepsis-3 supports infection-related organ dysfunction/shock concepts, not the exact directed project edge."
PhysioNet 2012,21,LAT_INFLAMMATION_SEPSIS_BURDEN,LAT_GLOBAL_SEVERITY,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SEPSIS3,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,10.1001/jama.2016.0287,O_SEPSIS3,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Sepsis-3 local PDF p. 1 and definitions section,"Sepsis-3 supports infection-related organ dysfunction/shock concepts, not the exact directed project edge."
PhysioNet 2012,22,LAT_INFLAMMATION_SEPSIS_BURDEN,LAT_SHOCK,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SEPSIS3,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,10.1001/jama.2016.0287,O_SEPSIS3,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Sepsis-3 local PDF p. 1 and definitions section,"Sepsis-3 supports infection-related organ dysfunction/shock concepts, not the exact directed project edge."
PhysioNet 2012,23,LAT_INFLAMMATION_SEPSIS_BURDEN,OBS_TempWBCInflam,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Measurement-model edge: the observed group is treated as a manifestation or measurement of the parent proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SEPSIS3,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,10.1001/jama.2016.0287,O_SEPSIS3,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,Sepsis-3 local PDF p. 1 and definitions section,"Sepsis-3 supports infection-related organ dysfunction/shock concepts, not the exact directed project edge."
PhysioNet 2012,24,LAT_METABOLIC_DERANGEMENT,OBS_MetabolicLabsABG,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Measurement-model edge: the observed group is treated as a manifestation or measurement of the parent proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,25,LAT_METABOLIC_DERANGEMENT,OUT_InHospitalMortality,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Outcome edge: the parent state is assumed to represent pathophysiologic burden related to mortality.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,26,LAT_NEUROLOGIC_DYSFUNCTION,OBS_GCS,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Measurement-model edge: the observed group is treated as a manifestation or measurement of the parent proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,V_SOFA1996,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,SOFA local PDF p. 2 Table 3,SOFA supports GCS as a neurological measure; it does not establish all grouped observations.
