artifact_id,result_family,planned_chapter_section,planned_table_or_figure_id,pipeline,dataset,model_or_estimator,sampling_condition,run_name,treatment_or_proxy,artifact_role,relative_path,recorded_absolute_path,file_type,file_size_bytes,sha256,row_count,column_count,column_names_or_schema_signature,image_width,image_height,producing_stage,producing_script,run_summary_path,log_path,configuration_path,configuration_available,configuration_hash,source_commit,source_commit_status,command_available,input_provenance_status,execution_status,artifact_status,duplicate_group,canonical_source,admission_status,provenance_class,caveat_codes,human_decision_required,notes
ART-00088,graph,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/graph/mimic_causal_dag.png,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/graph,png,1551410,79fa7209166d24a9056753ef785865eb87995b2a363c1b3b5a2bff657fe204d8,,,PNG; direct_archived_figure=True,5258,3940,graph,/truenas/home/kenzikob/causal-irregular-time-series/src/mimiciii_causal_graph.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/01_graph.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-79fa7209166d,final-results/causal-outputs/outputs-mimic-forest-downsample/graph/mimic_causal_dag.png,EXCLUDED_DUPLICATE,EXECUTION_SUPPORTED,HASH_EQUIVALENT_COPY,False,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00089,graph,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/graph/mimic_causal_graph.pkl,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/graph,pkl,2170,33e4531c971746f7374177c17c97ad1d06163f310bb77faf7d7c09dada6de19a,,,binary; not deserialized,,,graph,/truenas/home/kenzikob/causal-irregular-time-series/src/mimiciii_causal_graph.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/01_graph.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-33e4531c9717,final-results/causal-outputs/outputs-mimic-forest-downsample/graph/mimic_causal_graph.pkl,EXCLUDED_DUPLICATE,EXECUTION_SUPPORTED,HASH_EQUIVALENT_COPY,False,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00090,supporting_archive,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/logs/01_graph.log,,log,1110,8a9df0c639857cff045baf30081922e397f99652b44e326b566b2858726f6dd9,,,text; parse=OK,,,,,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,False,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00091,majority_vote_proxy,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/logs/02_majority_vote.log,,log,2895,8c33b49b5ac7c3ed46456668d1ddbdbfee6586473d26568a7616e344087b5726,,,text; parse=OK,,,,,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,False,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00092,mortality_prediction,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/logs/03_mortality_prediction.log,,log,3573,688f2ec86bb1048d75734018f6bf18fe92b441ed48dc156a4ad4316b4b2d32bb,,,text; parse=OK,,,,,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,False,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00093,supporting_archive,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/logs/04_matching.log,,log,12662,30f1b1dd9a3658c5a7c79a10cd314bbc910d86f1f84a2ab6123f07adfdfcd4d0,,,text; parse=OK,,,,,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,False,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00094,cate,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/logs/05_cate_estimation.log,,log,28879,92c9c914aef0ee840ff4994aa5c2745967a4f6e47d6fcbe5783b39bc1e12d43b,,,text; parse=OK,,,,,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00095,sensitivity,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/logs/06_analyze_cate_results.log,,log,6599,0714cd402ba9b647f7606abca34a2728bfa0770636443949cdd7f32294a235c9,,,text; parse=OK,,,,,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00096,permutation,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/logs/07_permutations_test.log,,log,95612,9f22d8f3683cacb66be51251dc7288fa68177d7aba16a1fcdd7cbb1a8873f5b7,,,text; parse=OK,,,,,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00097,majority_vote_proxy,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/majority_vote/latent_tags_majority_vote.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/majority_vote,csv,725041,bf512547fa5b29baa8fb1c62e689c2894831416591f0b5c090ad274c2c22e2e9,26845,11,headers=ts_id|LAT_CHRONIC_BURDEN|LAT_INFLAMMATION_SEPSIS|LAT_GLOBAL_SEVERITY|LAT_SHOCK|LAT_RESPIRATORY_FAILURE|LAT_RENAL_DYSFUNCTION|LAT_HEPATIC_COAG_DYSFUNCTION|LAT_NEUROLOGIC_DYSFUNCTION|LAT_METABOLIC_DERANGEMENT|LAT_CARDIAC_STRAIN; duplicate_headers=False; duplicate_rows=False; parse=OK,,,majority_vote,/truenas/home/kenzikob/causal-irregular-time-series/src/majority_vote_latents.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/02_majority_vote.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-bf512547fa5b,final-results/causal-outputs/outputs-mimic-forest-downsample/majority_vote/latent_tags_majority_vote.csv,EXCLUDED_DUPLICATE,EXECUTION_SUPPORTED,HASH_EQUIVALENT_COPY,False,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00098,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_CARDIAC_STRAIN/confounder_analysis.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,txt,408,68d1362639c4183f31e13e64b916879ad613865f7fa9605ed4e23d89de20dae0,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-68d1362639c4,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_CARDIAC_STRAIN/confounder_analysis.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00099,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_CARDIAC_STRAIN/matched_pairs.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,csv,217550,8fc91fed7b68cc00efa323d8dbe7169ac57ff114945c1385f11099b273e38cb7,4769,14,headers=treated_row_idx|control_row_idx|treated_ts_id|control_ts_id|treated_outcome|control_outcome|pair_effect|hamming_distance|treated_Age|control_Age|treated_Gender|control_Gender|treated_LAT_CHRONIC_BURDEN|control_LAT_CHRONIC_BURDEN; duplicate_headers=False; duplicate_rows=False; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-8fc91fed7b68,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_CARDIAC_STRAIN/matched_pairs.csv,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00100,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_CARDIAC_STRAIN/summary_results.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,txt,893,64efc51bd9ccb4d7c87bedbbaf1ca24a4b5f2e49f0942632d7bb484e009b53fe,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-64efc51bd9cc,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_CARDIAC_STRAIN/summary_results.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00101,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_GLOBAL_SEVERITY/confounder_analysis.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,txt,478,7dbbdbee5db597355679898bfac2a61c41860973db30a294b827ecde947ec176,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-7dbbdbee5db5,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_GLOBAL_SEVERITY/confounder_analysis.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00102,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_GLOBAL_SEVERITY/matched_pairs.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,csv,377687,1c9e19b347af158890bf62a9f9297c5153c71a97fe0986a73ced8dfd6f47da22,7537,16,headers=treated_row_idx|control_row_idx|treated_ts_id|control_ts_id|treated_outcome|control_outcome|pair_effect|hamming_distance|treated_Age|control_Age|treated_Gender|control_Gender|treated_LAT_CHRONIC_BURDEN|control_LAT_CHRONIC_BURDEN|treated_LAT_INFLAMMATION_SEPSIS|control_LAT_INFLAMMATION_SEPSIS; duplicate_headers=False; duplicate_rows=False; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-1c9e19b347af,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_GLOBAL_SEVERITY/matched_pairs.csv,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00103,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_GLOBAL_SEVERITY/summary_results.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,txt,1124,15f59b989cf76e05a1660a7382ee071de0d84bbab8630f547ec783b61f8ddcf9,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-15f59b989cf7,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_GLOBAL_SEVERITY/summary_results.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00104,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_HEPATIC_COAG_DYSFUNCTION/confounder_analysis.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,txt,386,2919c8fbd68671f9cd119f67fb540def70e46b1e70ce19a79c7316cebb5691af,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-2919c8fbd686,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_HEPATIC_COAG_DYSFUNCTION/confounder_analysis.txt,EXCLUDED_DUPLICATE,EXECUTION_SUPPORTED,HASH_EQUIVALENT_COPY,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00105,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_HEPATIC_COAG_DYSFUNCTION/matched_pairs.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,csv,272547,d6e66ae598e21b80324370bc7897bbd1cc948b8b4c8470769508f9cadab77cf0,6478,12,headers=treated_row_idx|control_row_idx|treated_ts_id|control_ts_id|treated_outcome|control_outcome|pair_effect|hamming_distance|treated_LAT_INFLAMMATION_SEPSIS|control_LAT_INFLAMMATION_SEPSIS|treated_LAT_SHOCK|control_LAT_SHOCK; duplicate_headers=False; duplicate_rows=False; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-d6e66ae598e2,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_HEPATIC_COAG_DYSFUNCTION/matched_pairs.csv,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00106,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_HEPATIC_COAG_DYSFUNCTION/summary_results.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,txt,904,26e09c0d7b45879e17a68112d268059e858ee656d002543ca521c80b7f623dbe,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-26e09c0d7b45,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_HEPATIC_COAG_DYSFUNCTION/summary_results.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00107,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_INFLAMMATION_SEPSIS/summary_results.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,txt,236,a1d72d291c5ce9d519a895a9f8b4105b77fdad251ee837734dffb6027ad67d00,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-a1d72d291c5c,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_INFLAMMATION_SEPSIS/summary_results.txt,EXCLUDED_DUPLICATE,EXECUTION_SUPPORTED,HASH_EQUIVALENT_COPY,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00108,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_METABOLIC_DERANGEMENT/confounder_analysis.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,txt,509,d337556e663b5ec19eb3dfadc4920c6c6db1493e1e301415db8d4a7313314e26,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-d337556e663b,final-results/causal-outputs/outputs-mimic-forest-downsample/matching/LAT_METABOLIC_DERANGEMENT/confounder_analysis.txt,EXCLUDED_DUPLICATE,EXECUTION_SUPPORTED,HASH_EQUIVALENT_COPY,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00109,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_METABOLIC_DERANGEMENT/matched_pairs.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,csv,253126,f90679556aaba7fde8fa8ca69dc1e98cbc8f5136c28a3842a6cf69eb32afb7f6,5061,16,headers=treated_row_idx|control_row_idx|treated_ts_id|control_ts_id|treated_outcome|control_outcome|pair_effect|hamming_distance|treated_LAT_GLOBAL_SEVERITY|control_LAT_GLOBAL_SEVERITY|treated_LAT_RENAL_DYSFUNCTION|control_LAT_RENAL_DYSFUNCTION|treated_LAT_RESPIRATORY_FAILURE|control_LAT_RESPIRATORY_FAILURE|treated_LAT_SHOCK|control_LAT_SHOCK; duplicate_headers=False; duplicate_rows=False; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-f90679556aab,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_METABOLIC_DERANGEMENT/matched_pairs.csv,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00110,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_METABOLIC_DERANGEMENT/summary_results.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,txt,904,2420ebd7311b4cf8d7e7464470d38e1d3cd60a22d224f4d2c4a713c8432c3c56,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-2420ebd7311b,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_METABOLIC_DERANGEMENT/summary_results.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00111,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_NEUROLOGIC_DYSFUNCTION/confounder_analysis.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,txt,546,db2a64c9b940376a717382d8f8342fb222210865f34728515bed790209bac2bf,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-db2a64c9b940,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_NEUROLOGIC_DYSFUNCTION/confounder_analysis.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00112,matching,Chapter 10,,causal,mimic,CausalForestDML,original,outputs-mimic-forest,,archived_source,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_NEUROLOGIC_DYSFUNCTION/matched_pairs.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/matching,csv,339661,6d470c9f80308614edf40d2ad0e6614a1343c43338687f799b841d63e8f12c5e,6275,18,headers=treated_row_idx|control_row_idx|treated_ts_id|control_ts_id|treated_outcome|control_outcome|pair_effect|hamming_distance|treated_Age|control_Age|treated_Gender|control_Gender|treated_LAT_CHRONIC_BURDEN|control_LAT_CHRONIC_BURDEN|treated_LAT_GLOBAL_SEVERITY|control_LAT_GLOBAL_SEVERITY|treated_LAT_INFLAMMATION_SEPSIS|control_LAT_INFLAMMATION_SEPSIS; duplicate_headers=False; duplicate_rows=False; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-mimic-forest/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/mimic-global-variables-1.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-6d470c9f8030,final-results/causal-outputs/outputs-mimic-forest/matching/LAT_NEUROLOGIC_DYSFUNCTION/matched_pairs.csv,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
