dataset,estimator,sampling_condition,treatment,diagnostic_type,source_path,source_sha256,row_count,feature_count,interval_available,figure_candidate,admission_status,selection_status,caveat_codes,notes
mimic,CausalForestDML,original,LAT_CARDIAC_STRAIN,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_cate.csv,0ca7e2c8d86a6fe46b69fda33abd1d23cefaedd9930e3fc62ccd24358cb357c4,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,original,LAT_RENAL_DYSFUNCTION,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_feature_importance.csv,01f9c1af1a09aa6809251430af4f52f7bfac810eaf775ad497a58af62fcc7bf7,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,original,LAT_RESPIRATORY_FAILURE,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_feature_importance.csv,d701a1f93a8ed5b5932a7748648e1faf8f12d45730b4f063b855d98d5b08d8ff,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,original,LAT_SHOCK,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_SHOCK/LAT_SHOCK_feature_importance.csv,b5df1ce5fa0804402f6106151843b6a5a4fffec877e6e7a031ac9521b4ec3031,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,outcome-downsampled,LAT_CARDIAC_STRAIN,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_cate.csv,2e0c4a8f6876b98516d8bbdbff3f7761c13924ba895bd428f6a21a40632c5624,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,outcome-downsampled,LAT_GLOBAL_SEVERITY,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_cate.csv,252426b957f9c84d6e29f7ca3905f79f09822e9a74425af8c7d06b053f6a91de,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,outcome-downsampled,LAT_HEPATIC_COAG_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_cate.csv,c66f7a26d765bcd9c39c8c49bd2f9923f608667b801dc9321a1d3838ef6caeef,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,outcome-downsampled,LAT_INFLAMMATION_SEPSIS,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_INFLAMMATION_SEPSIS/LAT_INFLAMMATION_SEPSIS_cate.csv,893d8f9cc5f6dd0bc90f2c9c7d625b5aa3bcd9575ff286f2622ece07756ebeec,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,outcome-downsampled,LAT_METABOLIC_DERANGEMENT,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_cate.csv,86acbf7850f0cca7558520ff09a1565546702e7331768c9dd14734bc7ee41022,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,outcome-downsampled,LAT_NEUROLOGIC_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_cate.csv,b694f368e94cf1234419c2784a3512b32ddfdefb4ce23e977f6a89be9a9780b5,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,outcome-downsampled,LAT_RENAL_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_cate.csv,1dd4df540b84ad85f58659c7996ef208828929c186201d5d8549916589759c90,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,outcome-downsampled,LAT_RESPIRATORY_FAILURE,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_cate.csv,cd9b6c61cd87c90c6f0046fa1844d81f1c484d2e5b49f3a371e07897d610e4ad,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,outcome-downsampled,LAT_SHOCK,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_SHOCK/LAT_SHOCK_cate.csv,b193a5c193c7cd9231fe12dc62c1e84b5fbe14395d84e425e5aadb8032e28db6,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,outcome-downsampled,LAT_CARDIAC_STRAIN,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_feature_importance.csv,576033d46f81faa6158d9432a6d1f988c66fe85ceb2853ceb0c01a552414f6c7,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,outcome-downsampled,LAT_GLOBAL_SEVERITY,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_feature_importance.csv,d3cfd9e00563dcedc4bd13512598027822ac4a8f9e4d5596c5f48e0f2b03989f,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,outcome-downsampled,LAT_HEPATIC_COAG_DYSFUNCTION,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_feature_importance.csv,00a6921b12dc4ceac0bae6371ede006e992556c183b9316ec250d4d2162f7fda,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,outcome-downsampled,LAT_INFLAMMATION_SEPSIS,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_INFLAMMATION_SEPSIS/LAT_INFLAMMATION_SEPSIS_feature_importance.csv,e6eaccb90a3dc7932289d47a1dc3ddd6f8bcb3f794791db6b09371bc02f5b60f,4,4,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,outcome-downsampled,LAT_METABOLIC_DERANGEMENT,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_feature_importance.csv,24fd8f807e16bdce1bad6a923df192263ced0c1b9868cdb899befd8aabb4306a,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,outcome-downsampled,LAT_NEUROLOGIC_DYSFUNCTION,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_feature_importance.csv,8924eefba39a9fd04916e20993c658defb04d477dc71cc27f249ffa7b3671688,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,outcome-downsampled,LAT_RENAL_DYSFUNCTION,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_feature_importance.csv,7b820439764dbdee0777813416bd211a1a20fe91d6599cab9bc7266054480b54,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,outcome-downsampled,LAT_RESPIRATORY_FAILURE,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_feature_importance.csv,005fe2b0711a9c4e6b6a6d3a1aeb957876677216daac5dd5253b997e369d891f,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,outcome-downsampled,LAT_SHOCK,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear-downsample/cate_estimation/LAT_SHOCK/LAT_SHOCK_feature_importance.csv,d595a8ad9ae0de23083e7272849c9deeed41f1b8eb08d12ed846bab49f17d561,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalPFN,original,LAT_CARDIAC_STRAIN,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_cate.csv,f5cf8e5c3e20b504aad1e6decbab5f5940ba7346e873ab99a322b0ee552f3468,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,original,LAT_GLOBAL_SEVERITY,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_cate.csv,5e084fb1e8bdac4e14f91a749379413ff51663c47b49327dfbcdcbd889ee9b3d,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,original,LAT_HEPATIC_COAG_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn/cate_estimation/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_cate.csv,10ca67cfb0f770617e22f6005a2ed2230d40697b42c3688828ca482e2da2025b,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,original,LAT_INFLAMMATION_SEPSIS,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn/cate_estimation/LAT_INFLAMMATION_SEPSIS/LAT_INFLAMMATION_SEPSIS_cate.csv,675ecda9bbad0462d649d70264d5006984b0e497ef766766b9045ce827cf969d,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,original,LAT_METABOLIC_DERANGEMENT,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_cate.csv,f89d10c529b4fe2caa9f36963b2c6cbc511062df81e82decea43476dc8f85e86,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,original,LAT_NEUROLOGIC_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_cate.csv,edf59ffa01588feca6fe57166944f6c52209d92f14f6ca15bcb15eb0e2d2bbcf,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,original,LAT_RENAL_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_cate.csv,5d7d6b90cb6fd6ce4eef5170596226e53257745b273b9e42e45faa0b136a3130,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,original,LAT_RESPIRATORY_FAILURE,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_cate.csv,2a67bf3c51760126049b4241a8aa52ff604ea64efc1eace20689d4d96b2648f1,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,original,LAT_SHOCK,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn/cate_estimation/LAT_SHOCK/LAT_SHOCK_cate.csv,3508a3edfa5c52c86b009945cc4adab027eed483b0df38d7be132df8cc248010,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,outcome-downsampled,LAT_CARDIAC_STRAIN,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn-downsample/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_cate.csv,61bf66aca62b470196e294b1909a2ecf614180a6e11eefa53c1dc081efae4a19,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,outcome-downsampled,LAT_GLOBAL_SEVERITY,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn-downsample/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_cate.csv,5873739de929dfc1790412bc3fc6e09fea084d4a81aff009f1ed685f6229f5b7,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,outcome-downsampled,LAT_HEPATIC_COAG_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn-downsample/cate_estimation/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_cate.csv,4230f83b8f882d45ee7bc2599ce60b80e29a0fb1b34a2bb722ee8480baf967f1,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,outcome-downsampled,LAT_INFLAMMATION_SEPSIS,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn-downsample/cate_estimation/LAT_INFLAMMATION_SEPSIS/LAT_INFLAMMATION_SEPSIS_cate.csv,37418ceac0ed306adad926940e36525d4beb937a9465332e3798b9eeee2b13b7,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,outcome-downsampled,LAT_METABOLIC_DERANGEMENT,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn-downsample/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_cate.csv,ac065fdf3e723941cfba869ecff3006df0a7aab97ca714da61f57564432581ca,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,outcome-downsampled,LAT_NEUROLOGIC_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn-downsample/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_cate.csv,befb9efe1b44555b2661b1a2a19bcb48c9cca4f7236956eece3e30d8bb7d2cef,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,outcome-downsampled,LAT_RENAL_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn-downsample/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_cate.csv,ccc267c5fb584d830b90269e117887c0b3663f4e3b9548806a0518f05bc71c90,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,outcome-downsampled,LAT_RESPIRATORY_FAILURE,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn-downsample/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_cate.csv,e1826c89d61365abc1157e5e4aa07947a2de0b9b920622745fee4ab39742e5e5,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalPFN,outcome-downsampled,LAT_SHOCK,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-pfn-downsample/cate_estimation/LAT_SHOCK/LAT_SHOCK_cate.csv,0ebca8b01238ea00bd1b2f6a5e696e89359198351e10f2a028d06135626a8e30,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
physionet,CausalForestDML,original,LAT_CARDIAC_INJURY_STRAIN,patient_level_cate_distribution,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_CARDIAC_INJURY_STRAIN/LAT_CARDIAC_INJURY_STRAIN_cate.csv,9c4eca0b0218652e8ac4ade91c6a8dcfa75fd2842e0d84b38a332ac7aa44e3aa,7993,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
physionet,CausalForestDML,original,LAT_COAG_HEME_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_COAG_HEME_DYSFUNCTION/LAT_COAG_HEME_DYSFUNCTION_cate.csv,10a9b2f9139a0c41bc4c8cbfd81ddd19a69163da2497a092f8662e7855232b9d,7993,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
physionet,CausalForestDML,original,LAT_GLOBAL_SEVERITY,patient_level_cate_distribution,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_cate.csv,8e50ff0132f15b832964e6f87e6f8879391fbc5d4a7d9569a8d6d5816c1c16ea,7993,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
physionet,CausalForestDML,original,LAT_HEPATIC_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_HEPATIC_DYSFUNCTION/LAT_HEPATIC_DYSFUNCTION_cate.csv,3de0673f99665910f106864fe3b1f0c29104034594d1b014c84d56f13ea10961,7993,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
physionet,CausalForestDML,original,LAT_INFLAMMATION_SEPSIS_BURDEN,patient_level_cate_distribution,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_INFLAMMATION_SEPSIS_BURDEN/LAT_INFLAMMATION_SEPSIS_BURDEN_cate.csv,def0521cfa8cf71b9a3f6dc6680a0b51f5654d4d865bcc651348ed2885360056,7993,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
physionet,CausalForestDML,original,LAT_METABOLIC_DERANGEMENT,patient_level_cate_distribution,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_cate.csv,bd00d68230f50a58b71a9814089ff565f8cd49506c177ce25e7a3ac73cd918b5,7993,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
physionet,CausalForestDML,original,LAT_NEUROLOGIC_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_cate.csv,4792e0c6aaed378d6e1e969965b8a46f4588386c4f8a3704a734b923909078fe,7993,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
physionet,CausalForestDML,original,LAT_RENAL_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_cate.csv,d1d7105eb7e91ad1f8dd881bf9d4ab01d4a179206f01fc34cd8599a2904cca16,7993,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
physionet,CausalForestDML,original,LAT_RESPIRATORY_FAILURE,patient_level_cate_distribution,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_cate.csv,e504bf87dee972c439989cf4ddeece971744acad1a5a9272aca9342b83a8e2fa,7993,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
physionet,CausalForestDML,original,LAT_SHOCK,patient_level_cate_distribution,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_SHOCK/LAT_SHOCK_cate.csv,f6fc7d747d86f97925b153ee0aa20eca00245ae38eca2db64b1df76a373bd192,7993,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
physionet,CausalForestDML,original,LAT_CARDIAC_INJURY_STRAIN,feature_importance_or_coefficients,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_CARDIAC_INJURY_STRAIN/LAT_CARDIAC_INJURY_STRAIN_feature_importance.csv,6e629785ee03bcfe8e0978e1c4037421fcc0db75f63bb76da2ad3cc905cc21a5,9,9,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
physionet,CausalForestDML,original,LAT_COAG_HEME_DYSFUNCTION,feature_importance_or_coefficients,final-results/causal-outputs/outputs-physionet-forest/cate_estimation/LAT_COAG_HEME_DYSFUNCTION/LAT_COAG_HEME_DYSFUNCTION_feature_importance.csv,d6e9b29bb24542b35cd7fa3243f84a7fab2b21aa6f3a2edcdc300acb3bc71e3f,9,9,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
