dataset,estimator,sampling_condition,run_name,treatment,permutation_type,num_trials,seed,original_statistic,permuted_mean,permuted_std,z_score,other_existing_fields,source_path,source_sha256,subprocess_status,warning_fields,row_validation_status,selection_status,admission_status,caveat_codes,notes
mimic,LinearDML,original,outputs-mimic-linear,LAT_HEPATIC_COAG_DYSFUNCTION,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""0.0015665117604074202"", ""permuted_mean_cate_std"": ""0.004116170018860316"", ""permuted_mean_normalized_cate_mean"": ""0.012967316746265039"", ""permuted_mean_normalized_cate_std"": ""0.03407295225294661"", ""real_mean_cate"": ""0.0830168498292223"", ""real_mean_normalized_cate"": ""0.6871993011611084"", ""seed"": ""42"", ""snr_cate"": ""21.82361407820364"", ""snr_normalized_cate"": ""21.82361407820346"", ""treatment"": ""LAT_HEPATIC_COAG_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""19.78789449794565"", ""zscore_normalized_cate"": ""19.78789449794554""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/treatment_permutation_results.csv,260ed858078241e9d04295dca89da5118afe430d4c3132aeee5f27858899ffeb,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_GLOBAL_SEVERITY,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""-0.00221532269707079"", ""permuted_mean_cate_std"": ""0.004238419114030551"", ""permuted_mean_normalized_cate_mean"": ""-0.01833806284393038"", ""permuted_mean_normalized_cate_std"": ""0.03508490937901674"", ""real_mean_cate"": ""0.080153088168892"", ""real_mean_normalized_cate"": ""0.6634935713518064"", ""seed"": ""42"", ""snr_cate"": ""18.005179369418933"", ""snr_normalized_cate"": ""18.005179369418705"", ""treatment"": ""LAT_GLOBAL_SEVERITY"", ""warnings"": """", ""zscore_cate"": ""19.433757882342608"", ""zscore_normalized_cate"": ""19.43375788234244""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/treatment_permutation_results.csv,260ed858078241e9d04295dca89da5118afe430d4c3132aeee5f27858899ffeb,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_RESPIRATORY_FAILURE,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""-0.0008422785825332"", ""permuted_mean_cate_std"": ""0.0028383122981985444"", ""permuted_mean_normalized_cate_mean"": ""-0.00697223822019853"", ""permuted_mean_normalized_cate_std"": ""0.023495064337077043"", ""real_mean_cate"": ""0.039097915542543"", ""real_mean_normalized_cate"": ""0.3236458657846344"", ""seed"": ""42"", ""snr_cate"": ""17.202985576634898"", ""snr_normalized_cate"": ""17.202985576634642"", ""treatment"": ""LAT_RESPIRATORY_FAILURE"", ""warnings"": """", ""zscore_cate"": ""14.071810966829105"", ""zscore_normalized_cate"": ""14.07181096682897""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/treatment_permutation_results.csv,260ed858078241e9d04295dca89da5118afe430d4c3132aeee5f27858899ffeb,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_NEUROLOGIC_DYSFUNCTION,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""-0.0007925384463306"", ""permuted_mean_cate_std"": ""0.002939445179165884"", ""permuted_mean_normalized_cate_mean"": ""-0.00656049786979501"", ""permuted_mean_normalized_cate_std"": ""0.02433222504924728"", ""real_mean_cate"": ""0.0315496039707244"", ""real_mean_normalized_cate"": ""0.2611622320672522"", ""seed"": ""42"", ""snr_cate"": ""13.643031491888781"", ""snr_normalized_cate"": ""13.643031491888568"", ""treatment"": ""LAT_NEUROLOGIC_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""11.0028051029115"", ""zscore_normalized_cate"": ""11.002805102911427""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/treatment_permutation_results.csv,260ed858078241e9d04295dca89da5118afe430d4c3132aeee5f27858899ffeb,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_SHOCK,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""-0.0006329676675566251"", ""permuted_mean_cate_std"": ""0.0036926261510234763"", ""permuted_mean_normalized_cate_mean"": ""-0.005239598222496809"", ""permuted_mean_normalized_cate_std"": ""0.03056692846877154"", ""real_mean_cate"": ""0.0212457878898113"", ""real_mean_normalized_cate"": ""0.1758690027449851"", ""seed"": ""42"", ""snr_cate"": ""7.621983084946998"", ""snr_normalized_cate"": ""7.621983084946912"", ""treatment"": ""LAT_SHOCK"", ""warnings"": """", ""zscore_cate"": ""5.924985271336998"", ""zscore_normalized_cate"": ""5.924985271336964""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/treatment_permutation_results.csv,260ed858078241e9d04295dca89da5118afe430d4c3132aeee5f27858899ffeb,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_METABOLIC_DERANGEMENT,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""-0.00074415174359884"", ""permuted_mean_cate_std"": ""0.00235817076053568"", ""permuted_mean_normalized_cate_mean"": ""-0.006159961010456609"", ""permuted_mean_normalized_cate_std"": ""0.019520534710632535"", ""real_mean_cate"": ""0.0179894528689508"", ""real_mean_normalized_cate"": ""0.1489136177203159"", ""seed"": ""42"", ""snr_cate"": ""9.374847546719668"", ""snr_normalized_cate"": ""9.374847546719442"", ""treatment"": ""LAT_METABOLIC_DERANGEMENT"", ""warnings"": """", ""zscore_cate"": ""7.944125559547745"", ""zscore_normalized_cate"": ""7.944125559547623""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/treatment_permutation_results.csv,260ed858078241e9d04295dca89da5118afe430d4c3132aeee5f27858899ffeb,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_CARDIAC_STRAIN,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.0035553151226268695"", ""permuted_mean_cate_std"": ""0.006371586638923659"", ""permuted_mean_normalized_cate_mean"": ""0.030986754656768922"", ""permuted_mean_normalized_cate_std"": ""0.05541303531416443"", ""real_mean_cate"": ""0.1876338252286512"", ""real_mean_normalized_cate"": ""1.5532007518541917"", ""seed"": ""42"", ""snr_cate"": ""29.841085051927887"", ""snr_normalized_cate"": ""28.442904944321032"", ""treatment"": ""LAT_CARDIAC_STRAIN"", ""warnings"": """", ""zscore_cate"": ""28.89052924141363"", ""zscore_normalized_cate"": ""27.47032333759059""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/outcome_permutation_results.csv,01dad0027cee01f18d29e459b8e8aae969a756f4833354ca01cd1301e28d3024,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_INFLAMMATION_SEPSIS,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""-0.00052306670346466"", ""permuted_mean_cate_std"": ""0.003030295659737903"", ""permuted_mean_normalized_cate_mean"": ""-0.004539846319653059"", ""permuted_mean_normalized_cate_std"": ""0.02625380588206291"", ""real_mean_cate"": ""0.1613343714629977"", ""real_mean_normalized_cate"": ""1.3354983663040931"", ""seed"": ""42"", ""snr_cate"": ""73.2226753006646"", ""snr_normalized_cate"": ""70.04105607673232"", ""treatment"": ""LAT_INFLAMMATION_SEPSIS"", ""warnings"": """", ""zscore_cate"": ""53.413084510856535"", ""zscore_normalized_cate"": ""51.04167443925855""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/outcome_permutation_results.csv,01dad0027cee01f18d29e459b8e8aae969a756f4833354ca01cd1301e28d3024,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_RENAL_DYSFUNCTION,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.00207463740086659"", ""permuted_mean_cate_std"": ""0.00480524943144293"", ""permuted_mean_normalized_cate_mean"": ""0.017921137194486427"", ""permuted_mean_normalized_cate_std"": ""0.041918848672399436"", ""real_mean_cate"": ""0.0885951745383792"", ""real_mean_normalized_cate"": ""0.7333757201612062"", ""seed"": ""42"", ""snr_cate"": ""20.20113308561125"", ""snr_normalized_cate"": ""19.249537437212876"", ""treatment"": ""LAT_RENAL_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""18.005420607589986"", ""zscore_normalized_cate"": ""17.067610529050516""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/outcome_permutation_results.csv,01dad0027cee01f18d29e459b8e8aae969a756f4833354ca01cd1301e28d3024,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_HEPATIC_COAG_DYSFUNCTION,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.00503138679119556"", ""permuted_mean_cate_std"": ""0.0038139342353828935"", ""permuted_mean_normalized_cate_mean"": ""0.04355729485929499"", ""permuted_mean_normalized_cate_std"": ""0.03290521204556711"", ""real_mean_cate"": ""0.0830168498292223"", ""real_mean_normalized_cate"": ""0.6871993011611084"", ""seed"": ""42"", ""snr_cate"": ""16.268425499506023"", ""snr_normalized_cate"": ""15.55347593143215"", ""treatment"": ""LAT_HEPATIC_COAG_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""20.447511211529193"", ""zscore_normalized_cate"": ""19.560488028780924""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/outcome_permutation_results.csv,01dad0027cee01f18d29e459b8e8aae969a756f4833354ca01cd1301e28d3024,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_GLOBAL_SEVERITY,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.00329604719623771"", ""permuted_mean_cate_std"": ""0.005752887397163994"", ""permuted_mean_normalized_cate_mean"": ""0.02845620431677065"", ""permuted_mean_normalized_cate_std"": ""0.04986438823341504"", ""real_mean_cate"": ""0.080153088168892"", ""real_mean_normalized_cate"": ""0.6634935713518064"", ""seed"": ""42"", ""snr_cate"": ""13.360725672693839"", ""snr_normalized_cate"": ""12.758864919624491"", ""treatment"": ""LAT_GLOBAL_SEVERITY"", ""warnings"": """", ""zscore_cate"": ""13.359733237702958"", ""zscore_normalized_cate"": ""12.735288439966974""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/outcome_permutation_results.csv,01dad0027cee01f18d29e459b8e8aae969a756f4833354ca01cd1301e28d3024,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_RESPIRATORY_FAILURE,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.00100025221909988"", ""permuted_mean_cate_std"": ""0.005732191262732717"", ""permuted_mean_normalized_cate_mean"": ""0.008856893029657868"", ""permuted_mean_normalized_cate_std"": ""0.049813718181596266"", ""real_mean_cate"": ""0.039097915542543"", ""real_mean_normalized_cate"": ""0.3236458657846344"", ""seed"": ""42"", ""snr_cate"": ""9.312327170115056"", ""snr_normalized_cate"": ""8.871749396986546"", ""treatment"": ""LAT_RESPIRATORY_FAILURE"", ""warnings"": """", ""zscore_cate"": ""6.646265202476995"", ""zscore_normalized_cate"": ""6.319322954520501""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/outcome_permutation_results.csv,01dad0027cee01f18d29e459b8e8aae969a756f4833354ca01cd1301e28d3024,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_NEUROLOGIC_DYSFUNCTION,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""6.727179970939995e-05"", ""permuted_mean_cate_std"": ""0.005084122251807351"", ""permuted_mean_normalized_cate_mean"": ""0.0006309283004282198"", ""permuted_mean_normalized_cate_std"": ""0.04395973713502084"", ""real_mean_cate"": ""0.0315496039707244"", ""real_mean_normalized_cate"": ""0.2611622320672522"", ""seed"": ""42"", ""snr_cate"": ""7.434856974921033"", ""snr_normalized_cate"": ""7.1094043916551515"", ""treatment"": ""LAT_NEUROLOGIC_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""6.192284648510049"", ""zscore_normalized_cate"": ""5.926589209726412""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/outcome_permutation_results.csv,01dad0027cee01f18d29e459b8e8aae969a756f4833354ca01cd1301e28d3024,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_SHOCK,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.00056301126808692"", ""permuted_mean_cate_std"": ""0.006870285419524562"", ""permuted_mean_normalized_cate_mean"": ""0.0049333638581662885"", ""permuted_mean_normalized_cate_std"": ""0.059567377376346695"", ""real_mean_cate"": ""0.0212457878898113"", ""real_mean_normalized_cate"": ""0.1758690027449851"", ""seed"": ""42"", ""snr_cate"": ""3.7746117412279787"", ""snr_normalized_cate"": ""3.603982540365609"", ""treatment"": ""LAT_SHOCK"", ""warnings"": """", ""zscore_cate"": ""3.0104683224580895"", ""zscore_normalized_cate"": ""2.8696183450691044""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/outcome_permutation_results.csv,01dad0027cee01f18d29e459b8e8aae969a756f4833354ca01cd1301e28d3024,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,original,outputs-mimic-linear,LAT_METABOLIC_DERANGEMENT,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-3/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.0016802543586935102"", ""permuted_mean_cate_std"": ""0.003931844815914007"", ""permuted_mean_normalized_cate_mean"": ""0.014449837877314037"", ""permuted_mean_normalized_cate_std"": ""0.03403212044167949"", ""real_mean_cate"": ""0.0179894528689508"", ""real_mean_normalized_cate"": ""0.1489136177203159"", ""seed"": ""42"", ""snr_cate"": ""4.613965279906533"", ""snr_normalized_cate"": ""4.412238765412444"", ""treatment"": ""LAT_METABOLIC_DERANGEMENT"", ""warnings"": """", ""zscore_cate"": ""4.1479761470357035"", ""zscore_normalized_cate"": ""3.9510843902139774""}",final-results/causal-outputs/outputs-mimic-linear/permutations_test/outcome_permutation_results.csv,01dad0027cee01f18d29e459b8e8aae969a756f4833354ca01cd1301e28d3024,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,outcome-downsampled,outputs-mimic-linear-downsample,LAT_CARDIAC_STRAIN,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-4/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""-0.00334711839695857"", ""permuted_mean_cate_std"": ""0.010882902223235012"", ""permuted_mean_normalized_cate_mean"": ""-0.006694236793917141"", ""permuted_mean_normalized_cate_std"": ""0.021765804446470065"", ""real_mean_cate"": ""0.4039372106339676"", ""real_mean_normalized_cate"": ""0.8078744212679353"", ""seed"": ""42"", ""snr_cate"": ""42.65333948030666"", ""snr_normalized_cate"": ""42.65333948030658"", ""treatment"": ""LAT_CARDIAC_STRAIN"", ""warnings"": """", ""zscore_cate"": ""37.424238560314684"", ""zscore_normalized_cate"": ""37.42423856031462""}",final-results/causal-outputs/outputs-mimic-linear-downsample/permutations_test/treatment_permutation_results.csv,f80ebce0d3c08485aa6ff0a16cadeb54d1ba663df8b541bff7adf137d223828a,,,SOURCE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,outcome-downsampled,outputs-mimic-linear-downsample,LAT_INFLAMMATION_SEPSIS,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-4/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""-0.00485204677616417"", ""permuted_mean_cate_std"": ""0.015627736835188092"", ""permuted_mean_normalized_cate_mean"": ""-0.009704093552328371"", ""permuted_mean_normalized_cate_std"": ""0.03125547367037621"", ""real_mean_cate"": ""0.3931086653798481"", ""real_mean_normalized_cate"": ""0.7862173307596962"", ""seed"": ""42"", ""snr_cate"": ""28.104761934612732"", ""snr_normalized_cate"": ""28.104761934612682"", ""treatment"": ""LAT_INFLAMMATION_SEPSIS"", ""warnings"": """", ""zscore_cate"": ""25.465025189056593"", ""zscore_normalized_cate"": ""25.46502518905657""}",final-results/causal-outputs/outputs-mimic-linear-downsample/permutations_test/treatment_permutation_results.csv,f80ebce0d3c08485aa6ff0a16cadeb54d1ba663df8b541bff7adf137d223828a,,,SOURCE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,outcome-downsampled,outputs-mimic-linear-downsample,LAT_HEPATIC_COAG_DYSFUNCTION,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-4/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""0.0006904394285755305"", ""permuted_mean_cate_std"": ""0.010755307964928911"", ""permuted_mean_normalized_cate_mean"": ""0.0013808788571510594"", ""permuted_mean_normalized_cate_std"": ""0.02151061592985788"", ""real_mean_cate"": ""0.1824700015190345"", ""real_mean_normalized_cate"": ""0.364940003038069"", ""seed"": ""42"", ""snr_cate"": ""21.126111797326658"", ""snr_normalized_cate"": ""21.126111797326562"", ""treatment"": ""LAT_HEPATIC_COAG_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""16.901381409366316"", ""zscore_normalized_cate"": ""16.901381409366273""}",final-results/causal-outputs/outputs-mimic-linear-downsample/permutations_test/treatment_permutation_results.csv,f80ebce0d3c08485aa6ff0a16cadeb54d1ba663df8b541bff7adf137d223828a,,,SOURCE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,outcome-downsampled,outputs-mimic-linear-downsample,LAT_RENAL_DYSFUNCTION,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-4/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""-0.00400670703283295"", ""permuted_mean_cate_std"": ""0.010463817230514922"", ""permuted_mean_normalized_cate_mean"": ""-0.008013414065665908"", ""permuted_mean_normalized_cate_std"": ""0.02092763446102989"", ""real_mean_cate"": ""0.1806377369104554"", ""real_mean_normalized_cate"": ""0.3612754738209109"", ""seed"": ""42"", ""snr_cate"": ""19.11593701588134"", ""snr_normalized_cate"": ""19.11593701588128"", ""treatment"": ""LAT_RENAL_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""17.645992841390832"", ""zscore_normalized_cate"": ""17.6459928413908""}",final-results/causal-outputs/outputs-mimic-linear-downsample/permutations_test/treatment_permutation_results.csv,f80ebce0d3c08485aa6ff0a16cadeb54d1ba663df8b541bff7adf137d223828a,,,SOURCE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,outcome-downsampled,outputs-mimic-linear-downsample,LAT_RESPIRATORY_FAILURE,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-4/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""-0.006462246110266441"", ""permuted_mean_cate_std"": ""0.012222017845987344"", ""permuted_mean_normalized_cate_mean"": ""-0.01292449222053291"", ""permuted_mean_normalized_cate_std"": ""0.02444403569197473"", ""real_mean_cate"": ""0.0904340602748984"", ""real_mean_normalized_cate"": ""0.1808681205497969"", ""seed"": ""42"", ""snr_cate"": ""7.944189515191177"", ""snr_normalized_cate"": ""7.944189515191164"", ""treatment"": ""LAT_RESPIRATORY_FAILURE"", ""warnings"": """", ""zscore_cate"": ""7.928012183109128"", ""zscore_normalized_cate"": ""7.928012183109119""}",final-results/causal-outputs/outputs-mimic-linear-downsample/permutations_test/treatment_permutation_results.csv,f80ebce0d3c08485aa6ff0a16cadeb54d1ba663df8b541bff7adf137d223828a,,,SOURCE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,LinearDML,outcome-downsampled,outputs-mimic-linear-downsample,LAT_NEUROLOGIC_DYSFUNCTION,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-4/permutations_test"", ""model_type"": ""LinearDML"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""0.00788983355288938"", ""permuted_mean_cate_std"": ""0.007553631932144994"", ""permuted_mean_normalized_cate_mean"": ""0.01577966710577879"", ""permuted_mean_normalized_cate_std"": ""0.015107263864290007"", ""real_mean_cate"": ""0.0676854167304283"", ""real_mean_normalized_cate"": ""0.1353708334608567"", ""seed"": ""42"", ""snr_cate"": ""7.314723397711475"", ""snr_normalized_cate"": ""7.31472339771147"", ""treatment"": ""LAT_NEUROLOGIC_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""7.916136729283135"", ""zscore_normalized_cate"": ""7.916136729283131""}",final-results/causal-outputs/outputs-mimic-linear-downsample/permutations_test/treatment_permutation_results.csv,f80ebce0d3c08485aa6ff0a16cadeb54d1ba663df8b541bff7adf137d223828a,,,SOURCE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
